id,name,trusted,open_vacancies
1569906,"ФКУ ГБ МСЭ ПО ВОЛОГОДСКОЙ ОБЛАСТИ МИНТРУДА РОССИИ",1,1
1570443,"Мегарост групп",1,1
1570829,"Компенсатор",1,1
1573311,StyleHouse.no,0,8
1573849,GILMON,1,1
1574063,ClearScale,1,9
1578775,"«Центр Санрайз»",1,3
1579449,"ИДАГРУПП",1,4
1580251,"ANKO Technologies Corp",1,1
1583540,"Пикабу",1,1
1583703,"Институт развития образования Иркутской области",1,1
1583990,"Мигас",1,1
1585053,"Net Element Inc",1,1
1585617,"МиАТел",1,1
1589706,"Открытая клиника",1,1
1591021,"Группа компаний Электроника",1,1
1597722,"Digital Nomads",1,2
1600663,"Радэк",1,2
1604755,"Городская поликлиника № 5, МБУЗ",1,1
1606764,"Евлаер Групп",1,1
1607125,"Марка",1,2
1607234,PENA,1,1
1613184,"ПИНбонус",1,1
1613456,"ВТЕ ЮГО-ВОСТОК",1,1
1621147,Pyrus,1,2
1622442,"Максимал",1,1
1628552,"Нильс",1,1
1630546,"Ойл Ресурс Групп",1,3
1630774,"QualityPoint Development",1,1
1636063,"HotelAdvisors, Hospitality Management & Consulting",1,1
1637304,"Лучшие Люди",1,1
1638929,"Региональный центр торгов",1,1
1641438,"TON Labs",1,3
1641540,"Deutsche Bank Technology Center",1,11
1643357,"Mygento eCommerce Solutions",1,2
1656114,ENGY,1,1
1656469,"Все эвакуаторы России",1,2
1656496,"Redstar Digital Agency",1,1
1657429,"xCritical Software",1,1
1660618,"АйСиБиКом",1,1
1660792,"Альт-Парк",1,1
1663990,FullStack,1,3
1664868,CORE,1,1
1665633,"Креативное Агентство BORODA",1,1
1666189,"МедиаСофт",1,4
1666952,"Мотолидер",1,1
1667328,"Тюменьинвестстрой",1,1
1669941,"Social Media Holding",1,2
1671874,"Media 108",1,1
1671906,"ПРОГРАММНЫЙ ЦЕНТР",1,4
1681914,"Экспозит",1,1
1684993,"Виста",1,3
1685100,"Staff-UP Consulting Group",1,1
1685142,"АБН Технологии, ТОО",1,2
1685437,"ГЭСПОЛ, ТОО",1,1
1686337,"Журавлев Николай",0,1
1687694,"Ларцев Иван",0,1
1691918,"Софт технолоджи",1,1
1693849,"Финансист",1,1
1694073,"Hawk House Integration",1,4
1695802,DeLaWeb,1,4
1701001,"Океан",1,1
1703128,"Data Armor",1,5
1705003,"ЭВРИСОФТ",1,1
1705546,Kameleoon,1,2
1706575,"Фонд развития промышленности",1,2
1707144,"Рекон Групп",1,1
1707753,"Пойзон Дроп",1,2
1711465,"РосКвартал",1,1
1711964,"Мама брендс",1,1
1713030,"Перфект Системс",1,9
1713153,"ГБУЗ АО Архангельская областная детская клиническая больница им. П.Г.Выжлецова",1,1
1713617,"РНГ",1,2
1714677,kt.team,1,1
1725298,"Логомашина",1,2
1725798,Cognive,1,1
1726344,"ЭппКрафт",1,2
1728793,"АН 76 регион",1,1
1729313,"Интроверт",1,5
1730778,"GrowApp Solutions",1,1
1735563,"Датарокетс",1,1
1736340,Homeapp,1,2
1737461,"МДК",1,1
1738507,Soshace,1,2
1739569,"ДримСофт",1,1
1739824,"Картли",1,1
1740229,"Город Иннополис",1,2
1741760,"ЛИПТ Софт",1,2
1742385,"РБХ",1,1
1744862,"Email Soldiers",1,1
1745141,"Клевер",1,1
1745591,"КАТЭН",1,1
1746602,"MeBot 24",1,2
1746949,"РЕДСМС",1,1
1747017,"Колтач Солюшнс",1,1
1748732,"ИнСистем",1,5
1748743,"ТРОКОТ",1,1
1749095,BelkaCar,1,2
1750509,"Daminion Software",1,1
1752799,"АВЕДЭКС",1,1
1753496,"Бизапс",1,1
1754178,"Рубраслет",1,1
1756231,"Интеллектуальный Поиск",1,2
1758157,"Айти-Солюшнс",1,5
1758991,"Активная логика",1,1
1762481,"Digital Oxygen",1,1
1764812,"ПУД",1,2
1773942,"Представительство компании Altium Europe GMBH",1,1
1773979,"Информула",1,1
1776381,CATAPULTO.RU,1,1
1780401,"Платиза.ру",1,2
1783682,"Trinity Monsters",1,1
1787419,"Spark Equation",1,2
1788334,"ЛАМА, Группа компаний",1,1
1790937,"ГЕТ ЭЙТ",1,1
1791235,Wowworks,1,1
1792533,web-2a,1,1
1795976,"Университет ИТМО",1,4
1800057,VISION-WEB,1,2
1800863,Skillaz,1,1
1803863,"Мистер Труман",1,1
1805574,"Инсейлс Рус",1,2
1805974,"Квазар",1,1
1807029,"Центр шин",1,1
1807972,Logsis,1,1
1808422,STAFFTIME,1,1
1815489,"ДЕМЛИЗ",1,1
1815645,Improvado,1,2
1816596,"Новомосковская энергосбытовая компания",1,1
1822740,"КВАДО.РУ",1,3
1823880,"Торговый Дом Время",1,11
1826392,"Жан-Ер",1,1
1827297,"Станкопром",1,1
1829622,IMARKETING,1,1
1830171,"ЦСБ КАПИТАЛБАЙКАЛ",1,1
1831215,"Макаров Денис Евгеньевич",0,1
1834045,"Принт Бар",1,1
1835722,"Европейская клиника",1,1
1837027,"Управляющая Нефтяная Компания",1,1
1839927,"МАКСБелмед",1,1
1840251,"ЭДГОУ",1,1
1840706,"Результат",1,1
1841800,"Kazdream Technologies",1,2
1842732,Metacommerce,1,4
1843970,TrueCare24,1,1
1844772,"Elfsight Inc.",1,3
1847036,"Сеть Салонов Ювелирных Украшений САМОЦВЕТЫ",1,1
1850229,"Химсофт",1,1
1852526,"ПК ЭКВИЗОЛ",1,1
1855496,"ТК Афина",1,1
1857522,"Rideró",1,1
1860852,"Сервис-Газификация",1,1
1862158,ASKLEPIY,1,1
1863710,"Центр технического оборудования",1,1
1864933,"Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве",1,2
1865549,"ПОЛАТИ",1,1
1866167,HPBsolution,1,1
1868342,"IT and Digital",1,2
1870386,"Like Центр",1,2
1871949,Agiloft,0,2
1876072,QuadCode,1,2
1877065,"АкваИмперия",1,1
1877904,Exactpro,1,6
1879396,"Вектор+",1,1
1882754,"Группа Управляющих компаний",1,1
1883675,HR-PROFI,1,5
1884997,"FF Group",1,1
1885395,"Р-Вижн",1,1
1886044,"Ариол медиа",1,1
1886189,"Группа Компаний КРИС",1,1
1886718,"RESURS RECRUITMENT PERSONNEL",1,1
1888849,"Трофимов Ф.В",1,1
1890198,"Fullstack Development",1,1
1890807,"Фрештех",1,1
1891995,AliRadar,1,4
1894985,JobHelp,1,1
1896121,iPlace,1,2
1898410,"Сити Кофе Владивосток",1,1
1901810,"Альянс ВИЗАВИ",1,1
1901832,DigitalWand,1,2
1904877,"АРБИС",1,3
1905781,"АйТиСи Солюшенс",1,2
1906008,"Инновационные системы менеджмента",1,1
1910576,Zimalab,1,1
1911211,Landuken,1,1
1911403,"Angara Technologies Group",1,1
1911705,"Хантфлоу",1,1
1911712,"Металл и Дизайн",1,1
1911782,"Зооград",1,1
1912022,"Retail Facility Management",1,1
1912207,Magneex,1,1
1913032,"Сидмоушн Медиа",1,1
1916194,"Сеть магазинов Дальнобойщик",1,1
1916901,"HT.KZ Almaty",1,1
1918781,Rubetek,1,1
1927308,"Егоров Вячеслав Васильевич",1,1
1932007,"Баксэт",1,1
1933644,"IT BSA",1,1
1933665,"Учетные системы",1,1
1934042,"КОЛХОЗ",1,1
1934551,Omega,1,2
1934603,"do A.S.A.P.",1,1
1936512,"Тактика роста",1,1
1937048,"Группа компаний МИР",1,1
1938912,Wartsila,1,2
1939886,"ТЛ Групп",1,3
1942330,"Пятёрочка",1,6
1942891,"ЗАЗУ МЕДИА",1,1
1943836,"Веллдан",1,1
1947314,ANCOR,1,6
1947832,"GEGI LLC",1,1
1948338,"Фабрика Юзабилити",1,1
1949248,"СИНТО",1,1
1949391,"Ангстрем",1,1
1954847,"СитиМедиа",1,1
1957466,"Спортконцепт",1,1
1962008,"Exclusive Group (Эксклюзив Груп)",1,1
1962813,"АВТОР",1,1
1965021,"Синапс",1,1
1967022,"Эддреалити",1,1
1968656,"Маркетинг на 100",1,1
1969376,"Profit Center",1,7
1969582,"Айти КУБ",1,1
1975466,AD.RU,1,1
1976302,"Мой Стенд",1,1
1976850,"Единый Центр",1,3
1978012,"ВижнЛабс (VisionLabs)",1,3
1978134,"РекоменДент",1,1
1980996,"4 пикселя +",1,1
1981064,"СМ Биомасс",1,1
1981331,"Банк Компаньон",1,1
1986909,"Программный регион",1,1
1988556,"Корпорация WCH Service Bureau",1,1
1996314,PickPoint,1,1
1996707,"Элком",1,1
2002680,EXQUANCE,1,1
2005098,"ВБЦ",1,1
2008214,"Фарос",1,1
2008933,"Мокрый нос",1,2
2009224,"Insilico Medicine",1,2
2009999,"Премиум Бонус",1,2
2012429,"Металайн",1,1
2014495,"ALEX INFORMATION TECHNOLOGY",1,2
2015060,"Дунайс",1,1
2019432,"Концессии водоснабжения",1,3
2019475,Promobot,1,1
2019639,"Коллекторское агентство Эксперт",1,1
2020074,"ГБУЗ Центр Лекарственного Обеспечения Департамента Здравоохранения Города Москвы",1,4
2021463,"Телеком-Биржа",1,1
2025586,"ТехноКом",1,1
2031513,"Кронос Тайм",1,1
2038845,"Радиоавтоматика",1,1
2038915,"Центр информационных технологий Открытый Регион",1,1
2050664,"Аванти Фарма",1,1
2053305,"Студия Sbubnom",1,1
2054885,Vitatrade,1,1
2062215,"Мистер Чек",1,1
2062888,"Hyundai Elevators",1,1
2066667,TopAssistant,1,1
2068032,"7ЦВЕТОВ-Сибирь",1,1
2068941,Cindicator,1,3
2070033,"Азия-Лайн",1,1
2073271,"Квадрат",1,3
2080202,"Каскад-Авто",1,1
2080501,"ПромБудущее",1,1
2081468,"ANB Development Group",1,1
2081770,"Open Media",1,1
2084895,CloudAlly,1,1
2089366,"ДЕКА",1,2
2092403,"ИТСС",1,1
2092867,BeeJee,1,7
2096712,"Бизнес партнер",1,2
2101463,"Транскарт",1,1
2104700,"СБЕР (ООО еАптека)",1,3
2105935,"Жаданов И. В.",1,1
2108295,"Алавир",1,1
2117822,"Республиканский центр аналитического контроля в области охраны окружающей среды",1,1
2117946,Paysend,1,2
2117997,"Медиа-тел",1,3
2118926,"ГЕТСИЭРЭМ",1,1
2126701,"Даная",1,1
2127551,"ЭЙ КЕЙ РЕСТОРАНТС РАША",1,1
2129253,"XIAG AG",1,1
2129443,Technoled,1,1
2130805,MACHINEHEADS,1,1
2131486,"Веб-Агентство Текстерра",1,2
2135253,SmartCall,1,1
2135311,"Техсервис",1,1
2135464,"Mail IQ (ИП Косенко А. В)",1,1
2140160,Maxmoll,1,1
2141777,"Green Side",1,1
2144876,"Смартпойнт",1,1
2146335,"Франчайзи сеть 2ГИС «Восток-Запад»",1,1
2146816,"МигКредит",1,2
2146929,"Центр Недвижимости РК",1,1
2147173,"Перспектива",1,1
2148949,"Ар-Систем",1,1
2149964,"АПК Камский",1,1
2150821,"Пашкевич В.Э",1,1
2155573,"ВилайнТв",1,6
2160858,"Клевер Солюшнс",1,1
2160968,Func.,1,1
2166059,"ФГБОУ ВО МПГУ",1,2
2166518,"Динамика",1,3
2169079,"Ивановский кабельный завод",1,1
2170705,"Интерактивные технологии",1,1
2171527,"Ёлва",1,3
2173850,"А-Техникс",1,1
2177459,"БиномТех",1,1
2178287,"Skytec Games",1,2
2178330,"Энвибокс",1,1
2178499,"ОКУ Центр электронного взаимодействия",1,1
2179290,"White Tiger Soft",1,1
2181106,"Аймаркт",1,1
2182398,"РСТ-Инвент",1,1
2182546,"ГК Ферро-Строй",1,1
2183669,"ИТБ Консалтинг",1,1
2187983,"Эксперт",1,1
2190230,"Нмаркет.ПРО",1,3
2192035,RuSln,1,1
2199311,Plesk,1,4
2199331,"Дятьково",1,2
2201396,"Аксиома",1,1
2211597,"R&B AFLA Group",1,1
2214346,"ТрансСибУрал",1,1
2221740,"Румбери",1,1
2222250,"Сеть аптек Апрель",1,4
2223982,"РАБЛЗ",1,6
2225569,"ГородРабот.ру",1,1
2227817,"Aquiva Labs",1,5
2232763,"Grand Imperial Brands & Co.",1,1
2233214,"БОДИСАЙТ",1,1
2234168,B2Broker,1,22
2234493,"Бристоль Ритейл Логистикс",1,1
2237057,Deliver,1,1
2238838,"Степанова Екатерина Олеговна",1,1
2247292,"Технокерамика",1,1
2251096,"Интернет компания Юг",1,2
2252539,"DataSite Technology",1,1
2254365,"КМГ Инжиниринг",1,1
2254585,"Дистрибьютед Сервис",1,1
2256585,"Гришечкин Ю.В.",1,1
2262181,"ГК «ХайТэк»",1,2
2262198,"Ресурсный центр Департамента здравоохранения города Москвы",1,1
2263448,"ГБУ города Москвы Московский центр аккредитации и профессионального развития в сфере здравоохранения Департамента здравоохранения",1,1
2265728,"Джем-Софт",1,1
2268038,"Раш Эдженси",1,1
2268603,RS,1,1
2269269,"Digital-агентство «Website96.ru»",1,1
2273988,"Пивоварчук Анна",0,1
2276869,EFSOL,1,1
2279941,"Константа",1,5
2287613,"Сибериан.Про",1,1
2288307,"Request Design",1,3
2291308,"Консультант Свердловская область",1,1
2291898,"Лидгид",1,4
2300029,2Dit,1,1
2307686,CapStone,1,1
2309244,"ОНЭЛИЯ",1,2
2311779,"Специализированное Кредитное Бюро",1,1
2313363,"Юридическое агентство Правозащита",1,1
2313487,"АГАТракПартс",1,1
2314051,X-COMMUNICATION,1,1
2319594,"Группа Компаний Дайвес",1,2
2319629,"АДАМАНТ",1,1
2324020,"Точка",1,5
2324446,"Флэтлоджик",1,1
2327152,"Санинвест",1,1
2331500,"Верный Код",1,1
2334525,"ESTIMA CERAMICA",1,1
2335684,ALEXROVICH.RU,1,1
2339593,"Anglesey food",1,1
2343364,"Pride Web Development",1,3
2347811,"Альфа",1,1
2348685,"Концерн «Покровский»",1,1
2349724,"Аванпост",1,3
2350541,"АйДиСистемс",1,3
2351671,"ИНДИНС",1,1
2354526,"ОптималГрупп",1,4
2354630,Med.me,1,1
2356391,"БКР",1,1
2359866,"Quipu GmbH",1,1
2363532,"Соушиал Линкс",1,2
2365329,"АпТрейдер (UpTrader)",1,2
2366620,"НПЦ ВТД",1,1
2366627,"Первый ОФД",1,1
2367969,"Адакта",1,2
2368877,"Кадвайс-Н",1,2
2369759,IDScan.net,1,2
2370983,"Claire&Clarté",1,4
2371035,"РЕАЛ НЕДВИЖИМОСТЬ",1,1
2378475,"БУЛАТ",1,3
2386332,"Две буквы",1,1
2389362,"Холдинг AAG",1,1
2393737,Dataloft,1,1
2400409,"ФЦ Знание",1,1
2403362,"КГКУ Центр информационных технологий Красноярского края",1,1
2405269,Sibdroid,1,1
2410425,MADBONO,1,1
2412020,"Домпак",1,1
2412374,"МОТОРСПОРТ",1,1
2412618,"ФАН",1,2
2413968,"Предприятие В-1336",1,2
2414748,GATE31,1,1
2414803,"Маркет Плато",1,2
2420931,"Кировское машиностроительное предприятие",1,1
2427995,"Веселый Водовоз",1,2
2428532,Toughbyte,1,1
2429486,"Регион-Курьер",1,1
2434674,"ФГУП МНИИРИП",1,1
2436398,"Profi-internet, школа востребованных интернет-профессий",1,1
2437313,"Бэгриф",1,1
2444253,"Пожарицкий Н.С",1,1
2444458,"Аксиом",1,1
2444839,"ФёстМедиаИнвест",1,4
2446749,"Smart School",1,1
2446838,"Группа компаний ГУН",1,1
2455407,"Архимед плюс",1,1
2456199,"АСПК",1,3
2457399,"Кравцов И.Н.",1,1
2457900,"Киноплан",1,1
2458605,"ТЭФ ВИЗИТ",1,1
2460106,rick.ai,1,1
2460946,"Самокат (ООО Умный ритейл)",1,1
2463218,"Русская рыбная компания",1,1
2463659,"Ай-Пласт",1,1
2463837,"СТАРТЕКС",1,2
2464195,"БОЛЬШАЯ ТРОЙКА",1,3
2464468,"33 Решения",1,1
2467447,"А-Гласс",1,1
2470173,OHM,1,1
2470301,"Просенс",1,1
2472075,"Облачные решения",1,1
2473032,"Армия Кадров",1,1
2473411,"Фрукторум",1,1
2476133,"ЭКСПРЕСС",1,3
2479394,"Магазин пива «ПИВТОЧКА»",1,1
2479901,"Интеджер",1,2
2481027,"Платформа",1,2
2484140,"ОсОО CRM Technologies",1,1
2484910,"Агентство судебного взыскания",1,7
2487053,Dialog,1,1
2489951,"Кит Инвест",1,1
2492124,"NKB Group Kazakhstan",1,1
2492492,"Свит Кэт Шоп",1,2
2492731,"ИКС-Фрэйм",1,1
2495553,"Аддамант",1,1
2496609,Fortis,1,3
2497723,"Чернядьева Екатерина Анатольевна",1,1
2501280,"Волжский Мясокомбинат",1,1
2501719,STC,1,2
2507171,"Бизнес-Ассистанс",1,1
2509025,Sinergium,1,1
2511423,Torgbox,1,3
2519536,"Специальный Технологический Центр",1,2
2520517,Oktrening,1,1
2520640,"Brandpool East",1,1
2522589,SOMNIUM,1,1
2523692,"ФБУ Российское Технологическое Агентство",1,2
2526892,CRMguru,1,1
2526898,"Петрович СТД",1,1
2528203,"Новиков П.А.",1,1
2528966,"Русштрафы",1,1
2532249,"Неолаб-Нск",1,2
2537115,"Розничная сеть МТС",1,4
2537194,"Спутник",1,1
2537536,"Асыл Арман",1,1
2538109,"РГКП Национальный центр тестирования",1,1
2538306,"Шина",1,1
2538661,"Матрас.ру",1,1
2543586,"Сладомир",1,1
2543655,"Ижнефтемаш",1,1
2548771,"Brand Analуtics",1,1
2549285,"Тринити партс",1,1
2556200,"Реагент.про",1,1
2556273,"ТагилХлеб",1,1
2557028,"Greenwich Group",1,8
2557340,"Мейкит",1,1
2558282,"Гостиничный комплекс Славянка",1,1
2558659,"TON BRAINS",1,1
2559110,InsightWhale,1,7
2559597,"ГБУ РО Областная клиническая больница №2",1,1
2560872,"Медицина",1,2
2569622,"Ньюити",1,1
2570550,"Мобилфон",1,4
2571357,"ГБУ МО МОМИАЦ",1,1
2575750,CoMagic,1,2
2576986,"ПиццаСофт",1,1
2578031,"ПЕТЕР-СЕРВИС Спецтехнологии",1,2
2581700,"Vita Nova Clinic",1,1
2583223,"Военно-космическая академия имени А.Ф. Можайского",1,1
2587781,"Интабия",1,4
2588380,"BR Lab",1,2
2590553,INGURU.RU,1,5
2590861,"ЮниСервис Капитал",1,1
2593061,"РВД Инфосистемы",1,2
2594405,"Аптечная сеть ЛЕКА",1,4
2596311,"VMedia Inc.",1,2
2596486,"Группа Компаний Основа",1,2
2596493,"Результат",1,3
2598384,"Perfect Panel",1,1
2598555,"Автоконтинент",1,1
2599345,"Ай Ти",1,1
2599582,"Софтлекс",1,1
2600533,"Интернет Агентство SO.USE",1,1
2603304,TRproject,1,1
2603573,"Поляков Дмитрий Александрович",1,1
2604556,"МИЛКОМ",1,1
2604834,"Глория",1,1
2607398,PayOnline,1,1
2610798,"МЕЛ Саенс",1,1
2613227,"ГП Управляющая компания холдинга Белорусская цементная компания",1,1
2613986,"ИТ Проспект",1,1
2616064,"GRYMALA / ГРЫМАЛА",1,1
2618640,"Шипмент",1,1
2619123,"Сириус",1,4
2619655,"Максимус",1,1
2621898,"ДИВАН.РУ",1,1
2623589,"ФГБОУ ВО Тамбовский государственный университет имени Г.Р. Державина",1,1
2623887,"Юнипейдж",1,2
2625989,"Автоспот",1,2
2630237,"Управление отходами, филиал в г. Саратов",1,1
2631599,"IQsоft",1,1
2632702,"ЦО Коалиция",1,1
2632709,"Юникрафт",1,1
2633363,"Финансово-правовой альянс",1,2
2635586,"Хит Машинери",1,1
2636935,"Решатель",1,1
2637084,"Алем-Павлодар",1,1
2637711,AWATERA,1,1
2639497,"АйТиКвик",1,8
2640364,"Лига Роботов",1,1
2641359,"Морчека Технолоджи",1,1
2641530,"Новатекс",1,1
2642943,"Селмур Фармация",1,1
2643808,"«Баланс-Платформа»",1,1
2644789,"Клото",1,1
2645101,"Лысенко Р. А.",1,1
2646380,"Agile Digital Lab",1,1
2651848,"АТЛАНТ",1,1
2651978,"ЛАНИТ-ТЕХНОЛОГИИ",1,2
2652571,"Отделение ВТС ИЭРТ",1,1
2652595,Bip.ru,1,13
2653748,"Консалтинговое агентство Бизнес-Альянс",1,1
2655023,Pushwoosh,1,1
2655085,RetailCRM,1,1
2657348,"РТ-Техприемка",1,1
2657440,"Effective Technologies",1,1
2657797,"Алгоритмика",1,3
2658429,"СГМК-Трейд",1,2
2660428,"Scalaxi Group",1,1
2661346,"Торговый дом-ВИК",1,4
2661749,HazelTree,1,1
2661787,"Egamings, филиал г. Псков",1,12
2664038,"Частное предприятие MEGA-ELECTRO",1,1
2668159,TOPMAN,1,1
2669806,"Проекты и Поддержка",1,1
2670291,"Априори",1,1
2670835,"Leantech Software",1,1
2675286,"Хоменко Г.И.",0,1
2675795,"Перформикс",1,1
2676065,"Голдовский И.В.",1,1
2680027,"PLATINUM TRADE GROUP",1,1
2686386,"КОГКУ Информационно-аналитический Центр",1,2
2691906,"Организация качества",1,1
2695590,"Чиббис",1,3
2696884,"Легкий Интерьер",1,1
2697522,"Тематика",1,1
2699976,"Смартплеер",1,3
2700454,"ГК Зеленый Уголок",1,1
2700807,Greenadini.ru,1,1
2701553,"УралТехИс",1,2
2702251,"НИИТКД",1,1
2702784,APOLLO,1,1
2704258,"СТАР КОЛЛ",1,1
2706864,"ФЛП Воронова И.Н.",0,1
2712047,MEDODS,1,1
2712956,"Горстройнадзор",1,1
2713580,Regme,1,1
2713923,"Опроссо",1,1
2715931,"DALEX DEVELOPMENT",1,1
2716012,"РобоФинанс",1,1
2716667,WESMA,1,1
2718829,"Карнаухов Дмитрий Александрович",1,1
2719776,"Группа Компаний «АВА»",1,1
2726369,"Спецобъединение Юг",1,1
2727395,"INNOVA GROUP",1,1
2729043,"ДВК Групп",1,1
2730772,BestDoctor,1,2
2733016,"Самарский национальный исследовательский университет имени академика С.П.Королева",1,2
2733062,"Лига Цифровой Экономики",1,1
2736130,"МОСЭКОПРОЕКТ",1,1
2736929,"ГК-Консалт",1,1
2741440,"АПЛ 5",1,1
2747088,"Мебельная фабрика Пинскдрев-Адриана",1,1
2748042,"Оскели Групп",1,1
2748418,RayMARK,1,1
2749000,"Двери РБ",1,1
2749550,"ADMIRE agency",1,1
2753374,"Комитет по конкурентной политике Московской области",1,2
2755358,ALL.ME,1,2
2759120,"Дальневосточный Интеллектуальный Потенциал",1,1
2761174,"Министерство транспорта и дорожной инфраструктуры Московской области",1,2
2762214,MedElement,1,1
2762456,"Апрокси",1,1
2763242,"Гальченко А.И.",1,1
2765627,"Интернет магазин",1,2
2775540,"Bigo Technology",1,1
2776152,"Страховое представительство FINIST",1,1
2776323,"Skanestas Investments Limited",1,1
2776410,av.by,1,1
2779345,"RDS mobile",1,1
2782924,"Компания КЛАЙВ",1,1
2784276,NOMIA,1,1
2784570,"ИнфоДиалог",1,2
2784586,"Онли",1,2
2784766,"Ристарт Технологии",1,1
2784862,"Центр Обучающих Технологий",1,1
2786115,"СофтМедиаЛаб",1,2
2787330,"ГазОйл",1,1
2787830,"БАРД-Ремонт",1,1
2789488,"Ласерта",1,1
2791472,"Юнимед Лабораториз",1,1
2792149,"АРКОНС ГРУПП",1,1
2792641,"Риелт-онлайн",1,1
2792951,"АВК-Консалтинг",1,1
2794209,"iMAS GROUP",1,1
2794381,"Центр новинок (ИП Журавлева М.А.)",1,1
2801530,Joom,1,5
2802995,"АЙТИ-БАЛАНС",1,1
2803571,"KS2 Engineering",1,1
2804114,"Портфолио Талантов",1,1
2805033,FluentRussia,1,1
2807185,"МКК «Макс.Кредит»",1,1
2807712,"ПРО ИНТЕРНЕТ МАРКЕТИНГ",1,1
2812204,"ИТА ГРУПП",1,1
2812305,"Привет, Интернет",1,2
2812717,"Кадровое агентство ЕВА",1,2
2813915,"ПРОФИТКЛИКС",1,1
2818100,QLT,1,2
2820526,"Цифровые эмоции",1,1
2820759,"Хватов Д.А.",1,1
2824279,Hoodies,1,1
2825528,"Ирбис-Т",1,1
2828336,"НПО РУСТЕХНО",1,1
2828513,"Надёжные системы",1,2
2832006,"Тапир",1,2
2834374,"Городской информационный центр Инфосити",1,1
2835448,"ИнвестТрейд",1,1
2836008,"DOT GROUP",1,3
2836497,"Аэропорт Южно-Сахалинск",1,1
2843929,"Н-СИСТЕМЫ",1,1
2844030,"Фонд капитального ремонта многоквартирных домов Архангельской области",1,1
2845024,"Фонд Капитального Ремонта Тамбовской Области",1,1
2845847,"Адаперио",1,1
2851774,"Симпл Технолоджи",1,2
2855884,"Сити-XXI век, девелоперская группа",1,1
2857119,"Комитет",1,2
2857351,"Инлайн Профешнл",1,1
2861471,"АГРОРУ.ком",1,1
2861993,"Mad Devs",1,8
2863076,Skillbox,1,1
2863992,"Мой Дом",1,9
2864629,"СэтлСити",1,2
2865135,"НОРД СОФТ",1,1
2865430,"Технологии цифровой безопасности",1,2
2866391,"Аркон Ритейл",1,1
2867824,AsiaAustraliaTech,1,2
2869446,SkillFactory,1,1
2869672,Madsteak,1,1
2870783,LATOKEN,1,24
2873616,"Ван-Бер",1,6
2873819,"Affise, Inc.",1,1
2874392,"Универсал-Электрик",1,1
2874608,"КМК",1,1
2877476,"КлаудФэктори",1,2
2880659,"Райков Евгений Игоревич",1,1
2881272,"Спортэго",1,1
2882583,"Аэропорт Астрахань",1,1
2883189,"Инновационные Системы",1,1
2883966,"АЛКОмпани",1,1
2887273,"Retail Rocket",1,7
2888597,"РеИнформ Инт.",1,1
2893466,"ТК Эдельвейс",1,1
2894158,"ГУЗ МИАЦ",1,1
2896877,"ГБУ Центр информационных технологий Амурской области",1,1
2897928,"ЭЛЬМ СОФТ",1,1
2898081,"TR Logic LLC",1,1
2898459,"ГазАртСтрой",1,2
2898461,BI-Team,1,1
2904742,"Минт Рокет",1,5
2909144,"ФГБУ ФРЦ Минздрава России",1,1
2910384,"Виджет",1,2
2910419,"Серебряный источник",1,1
2910610,"Web-студия Крокус",1,1
2910802,"ЗооОптТорг",1,1
2913350,Space307,1,1
2916947,"Будаев Вадим",0,3
2918424,"РОДЖИИ ЕВРОПА",1,2
2918825,"AdSpire LLC.",1,1
2921727,"SOCIARO Inc.",1,1
2921982,"Интехпромо",1,1
2922289,"Комфорт",1,2
2926547,"ТЭН",1,1
2928824,"Persona Colta",1,1
2929637,"UK Creative Limited",1,1
2931115,"КГБУЗ Краевой Центр Медицинской Профилактики",1,1
2931986,DEEPP,1,1
2934669,"Компаниец Капитал",1,1
2935519,"ГКУ Центр организации дорожного движения Правительства Москвы",1,1
2940651,"РА Кефир",1,1
2940881,"Анталоджик",1,1
2948313,"Территория Про",1,2
2954847,OptiSystems,1,1
2958547,"Flow Health, Inc",1,1
2962762,"Орёлстрой",1,1
2963304,"БУЗОО ГКПЦ",1,1
2963379,"Утилитсервис",1,1
2963595,"AMZscout Corp",1,3
2966585,"Gems Development (Джемс Девелопмент)",1,1
2967080,"Хедхантерс",1,2
2967332,8base,1,2
2968394,"Джуси Лабс",1,3
2970204,"Отус",1,2
2971267,"Автор+",1,1
2975994,"Ковалева Ольга Владимировна",1,1
2978550,"ЕвроАзия",1,1
2979377,"Издательство Медиа-Сервис",1,1
2980479,"Диджитал Горизонт",1,1
2984377,"Бизнес Технологии",1,1
2984984,"Сектор Бизнеса",1,1
2989374,"РЕД БРИКС ДЕВЕЛОПМЕНТ",1,1
2989757,"Fluence Labs Ltd",1,3
2990568,"Space School (ИП Николаев Ф.А.)",1,1
2992586,CLICKIO,1,1
2994882,"Lime Credit Group",1,2
2995414,"Обоз",1,1
2996061,"Ассоциация ФинТех",1,2
2996306,"ПСС Лаборатория",1,1
2997189,"Торговый дом АСКОМ и К",1,2
3002564,KazAeroSpace,1,2
3003888,Buildateam,1,1
3008475,"Фирма ЭкоАналитика",1,1
3010622,FURNIPRICE,1,3
3012159,"Система Глобус",1,1
3013521,Postuf,1,7
3022118,"Асторекс Компани",1,1
3023424,"Винтео",1,2
3023803,"Гречанюк В.С",1,1
3024685,"ПРАЙСИВА",1,1
3024701,"Центр информационных технологий - Рязань",1,1
3024855,"Партнер-Авто",1,1
3025923,"Сотер",1,1
