network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
2001:240:21e0::/45,1856717,1861060,"",0,0,880-0051,31.8315,131.3067,100
2001:240:2a7a::/47,1858421,1861060,"",0,0,861-5271,32.7718,130.6393,100
2001:240:2ad4::/48,1926004,1861060,"",0,0,640-8269,34.2357,135.1606,100
2001:268:9018::/47,1859730,1861060,"",0,0,333-0851,35.838,139.6817,50
2001:268:9031::/49,1861060,1861060,"",0,0,"",35.6897,139.6895,500
2001:268:9201:8000::/49,1861060,1861060,"",0,0,"",35.6897,139.6895,200
2001:268:920f:4000::/50,1862752,1861060,"",0,0,579-8051,34.6541,135.6425,500
2001:268:922b::/50,1862752,1861060,"",0,0,577-0801,34.6626,135.5879,200
2001:268:924f:c000::/50,1861060,1861060,"",0,0,"",35.6897,139.6895,200
2001:268:9820::/44,1861060,1861060,"",0,0,"",35.6897,139.6895,500
2001:268:9838::/45,1848354,1861060,"",0,0,223-0051,35.5475,139.6445,200
2001:268:984c::/51,1860871,1861060,"",0,0,571-0071,34.7435,135.598,500
2001:268:9a45::/49,1849814,1861060,"",0,0,473-0921,35.0833,136.8833,200
2001:268:9b4e::/47,1852964,1861060,"",0,0,327-0001,36.4232,139.4763,200
2001:268:c02d:4000::/50,1856057,1861060,"",0,0,460-0001,35.1865,136.8994,500
2001:268:c04c::/49,1926004,1861060,"",0,0,640-8461,34.2404,135.1972,200
2001:268:c0c0::/48,1861060,1861060,"",0,0,"",35.6897,139.6895,500
2001:268:c0cb:f000::/52,6930379,1861060,"",0,0,160-0021,35.6918,139.7002,200
2001:268:c0d1::/48,1861060,1861060,"",0,0,"",35.6897,139.6895,100
2001:268:c1a0::/43,1861060,1861060,"",0,0,"",35.6897,139.6895,100
2001:2d8:216::/47,1841893,1835841,"",0,0,08841,37.4747,126.9472,20
2001:2d8:30b:4000::/50,1843564,1835841,"",0,0,21539,37.4562,126.7288,20
2001:2d8:917:c000::/50,1838524,1835841,"",0,0,48943,35.1003,129.0442,100
2001:2d8:953::/49,1838524,1835841,"",0,0,48943,35.1003,129.0442,100
2001:2d8:6422:8000::/50,1845457,1835841,"",0,0,55000,35.8189,127.1378,100
2001:2d8:642a::/48,1835235,1835841,"",0,0,34943,36.3269,127.4316,100
2001:2d8:6446::/47,1835329,1835841,"",0,0,41934,35.8723,128.5924,200
2001:2d8:6660:8000::/49,1845759,1835841,"",0,0,31132,36.8039,127.1556,100
2001:2d8:6717:8000::/49,1835329,1835841,"",0,0,41934,35.8723,128.5924,100
2001:2d8:671e:c000::/50,6900741,1835841,"",0,0,40128,35.7647,128.2448,100
2001:2d8:6774::/48,1841986,1835841,"",0,0,08226,37.4944,126.8673,100
2001:2d8:6823:4000::/51,1835235,1835841,"",0,0,34943,36.3269,127.4316,100
2001:2d8:6851::/51,1838716,1835841,"",0,0,14554,37.4989,126.7831,5
2001:2d8:6b1b:c000::/51,1842485,1835841,"",0,0,10461,37.6564,126.835,100
2001:2d8:6b2b:8000::/51,11169440,1835841,"",0,0,57240,35.297,126.7279,100
2001:2d8:6b2b:f000::/52,1835329,1835841,"",0,0,41934,35.8723,128.5924,200
2001:2d8:6b5e:2000::/51,1834245,1835841,"",0,0,06970,37.4934,126.9402,100
2001:2d8:6f40:8000::/52,1838524,1835841,"",0,0,48943,35.1003,129.0442,200
2001:2d8:e076:8000::/49,1897000,1835841,"",0,0,13332,37.4331,127.1375,200
2001:2d8:e35e:6000::/51,1832847,1835841,"",0,0,11445,37.8139,127.0234,50
2001:2d8:e62c::/50,6573518,1835841,"",0,0,05670,37.5079,127.1177,100
2001:2d8:e62c:a000::/51,1845759,1835841,"",0,0,31132,36.8039,127.1556,50
2001:2d8:e708:8000::/50,8349533,1835841,"",0,0,08070,37.5137,126.8482,100
2001:2d8:e71c:c000::/50,1841810,1835841,"",0,0,12761,37.4048,127.2531,100
2001:2d8:e73c::/49,1841810,1835841,"",0,0,12761,37.4048,127.2531,200
2001:2d8:e924::/47,8349529,1835841,"",0,0,04991,37.5478,127.0844,20
2001:2d8:e93f:4000::/50,1845136,1835841,"",0,0,24329,37.8748,127.7279,100
2001:2d8:ea79:8000::/53,1843847,1835841,"",0,0,18261,37.2089,126.8222,200
2001:2d8:ed22:2000::/51,1844174,1835841,"",0,0,32214,36.5671,126.6263,100
2001:2d8:ed2b:8000::/50,1835848,1835841,"",0,0,02878,37.5985,126.9783,100
2001:2d8:ee28::/48,1834245,1835841,"",0,0,06970,37.4934,126.9402,100
2001:2d8:ee96::/47,1834245,1835841,"",0,0,06970,37.4934,126.9402,20
2001:2f8:1000::/36,1861060,1861060,"",0,0,"",35.6897,139.6895,100
2001:318:200e::/47,1926121,1861060,"",0,0,791-3502,33.6167,132.7833,10
2001:318:6300::/40,1861060,1861060,"",0,0,"",35.6897,139.6895,100
2001:388:4000::/35,2077456,2077456,"",0,0,"",-33.494,143.2104,100
2001:388:608d::/48,2143887,2077456,"",0,0,3150,-37.9122,145.1827,20
2001:418:1401:30::/64,4140963,6252001,"",0,0,20017,38.9371,-76.9928,100
2001:420:1800::/37,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:420:c0f0::/44,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:428:2400::/38,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:428:5080::/41,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:438:fffc::/48,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:438:fffd:104:fe00::/72,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:438:fffe::28a8/126,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:438:fffe::28ac/126,5322737,6252001,"",0,0,94501,37.7688,-122.262,100
2001:470:0:284:8000::/65,1796236,6252001,"",0,0,"",31.0549,121.3493,1000
2001:470:c:800::/53,1796236,6252001,"",0,0,"",31.0549,121.3493,1000
2001:470:c:1b97:8000::/65,1796236,6252001,"",0,0,"",31.0549,121.3493,1000
2001:470:d:1b96::/64,1796236,6252001,"",0,0,"",31.0549,121.3493,1000
2001:470:19:c70::/62,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:19:e81::/64,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:1d:8a6::/113,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:1d:8a6::f000/120,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:1d:8a6::1:0/112,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:1d:8a6:800::/69,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:1d:8a8::/61,8223932,6252001,"",0,0,"",22.2868,114.1668,1
2001:470:26:b70::/60,2661513,6252001,"",0,0,2512,47.112,7.1988,1000
2001:470:28:b1::/64,498817,6252001,"",0,0,190986,59.909,30.295,1000
2001:470:6d:200::/56,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:70:948::/61,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:71:604::/62,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:74::/46,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:19ea::/47,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1a80::/41,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f07:400::/56,5106351,6252001,"",0,0,07675,41.0095,-74.0079,200
2001:470:1f08::/56,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f08:415::3/128,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f08:415::10:0/108,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f08:800::/53,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f09:700::/56,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f09:1368::/64,2642465,6252001,"",0,0,MK19,52.0263,-0.8694,100
2001:470:1f09:8000::/49,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f0b:a9:9dc3:6ed8:e819:0/113,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f0b:a9:9dc3:6ed8:e819:fa00/119,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f0b:7a0::/59,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f0b:9c8::/64,2772400,6252001,"",0,0,4020,48.3074,14.285,100
2001:470:1f0b:b00::/57,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f0b:1384::/64,618426,6252001,"",0,0,MD-2000,47.0027,28.8564,100
2001:470:1f0b:19bd:fa37:5541:4b40:0/106,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f13:1000::/52,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f14:b81::40:0/106,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:1f20::/48,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:21fd::/48,719819,6252001,"",0,0,"",47.4919,19.05,200
2001:470:5acf::20/123,3067696,6252001,"",0,0,"130 00",50.0804,14.5045,200
2001:470:5acf::1:0:0/96,3067696,6252001,"",0,0,"130 00",50.0804,14.5045,200
2001:470:5c9d::/48,3067696,6252001,"",0,0,"120 00",50.0761,14.4479,100
2001:470:61f7::/48,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:68f7:deac::/64,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:7120::/43,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:75e6::/48,482283,6252001,"",0,0,445032,53.5244,49.6038,100
2001:470:7800::/43,2758401,6252001,"",0,0,4814,51.5869,4.7471,50
2001:470:7cc0::/42,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:8000::/37,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:b626:200::/55,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:c480::/43,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:c4c0::/44,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:470:e161::/48,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:500:15:5c00::/54,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:500:15:6100::/56,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:500:54::/47,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:500:78::/46,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:500:30ff::/48,2673730,6252001,"",0,0,"173 11",59.3333,18.05,100
2001:550:0:1000::8275:2000/115,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:550:0:1000::9a36:2400/119,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:550:0:1200::/55,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:550:5000::/37,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:550:9f00:8::/61,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:100e:8::/61,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:1014:8000::/49,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:1046:9ef3::/64,4744870,6252001,"",0,0,20149,39.0481,-77.4728,100
2001:558:1046:9ef8::/61,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:4023:a3:4638::/80,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:4023:fa:280::/73,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:4023:fa:4000::/66,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:4070:26:4e7d:37f8::/94,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:4070:26:4e7d:37ff:f800:0/102,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:600a:1000::/52,5804915,6252001,"",0,0,98045,47.4755,-121.7571,200
2001:558:6014:8:94c9:4d6b:5cda:4000/114,5037649,6252001,"",0,0,55401,44.9856,-93.2655,20
2001:558:6014:8:94c9:4d6b:5cdc:0/110,5037649,6252001,"",0,0,55401,44.9856,-93.2655,20
2001:558:6026::/47,4501306,6252001,"",0,0,08108,39.9152,-75.0739,50
2001:558:6044::/46,5322737,6252001,"",0,0,94501,37.7688,-122.262,50
2001:558:fe00::/62,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe04:40::/58,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe06:a::/63,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe0e:2::/64,5206379,6252001,"",0,0,15212,40.4422,-79.9927,100
2001:558:fe0e:1000::/52,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe12:400::/54,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe14:70::/60,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe14:1000::/52,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe1c:1000::/52,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe21:2000::/51,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe24:10::/63,5037779,6252001,"",0,0,"",44.9834,-93.2622,100
2001:558:fe24:2c::/62,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fe2e:210::/60,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fee0:80::/57,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:558:fee0:8322::/63,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:68:800::/53,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:68:a000::/64,5368361,6252001,"",0,0,90001,33.972,-118.242,100
2001:559:68:a004::/62,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:371:4000::/50,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:800c:1900::1860/124,4140963,6252001,"",0,0,20002,38.9034,-76.9882,100
2001:559:8089:8000::/49,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:c066::1080/121,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:c066::10:0/108,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:559:c066:0:1::/80,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:569:7260::/43,5937615,6251999,"",0,0,V4L,49.0402,-123.0478,1
2001:569:7370::/44,6090785,6251999,"",0,0,V7M,49.324,-123.0827,5
2001:569:c040::/42,6251999,6251999,"",0,0,"",43.6319,-79.3716,100
2001:569:fd00::/44,6173864,6251999,"",0,0,V1T,50.2592,-119.2714,20
2001:569:fd90::/47,6173864,6251999,"",0,0,V1B,50.084,-118.938,20
2001:569:fe00::/39,6251999,6251999,"",0,0,"",43.6319,-79.3716,100
2001:56a:76d0::/44,6118158,6251999,"",0,0,T4R,52.2424,-113.7775,5
2001:56a:f0b0::/44,5946768,6251999,"",0,0,T6J,53.459,-113.5227,5
2001:56a:f540::/43,5955948,6251999,"",0,0,T8L,53.7168,-113.2187,20
2001:56a:f850::/44,5946768,6251999,"",0,0,T6L,53.4612,-113.4145,1
2001:56a:f900::/41,5946768,6251999,"",0,0,T6J,53.459,-113.5227,10
2001:56b:bd70::/44,6138282,6251999,"",0,0,G5Y,46.6186,-72.673,10
2001:56b:dc00::/43,6354895,6251999,"",0,0,G5L,48.416,-68.5979,10
2001:56b:de20::/44,6354895,6251999,"",0,0,G5L,48.416,-68.5979,10
2001:579:6400::/38,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:579:8800::/37,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:579:d800::/37,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5a0:3d02::/48,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5a0:4404::/56,5809844,6252001,"",0,0,98121,47.6144,-122.3447,100
2001:5a0:4700::/56,5308655,6252001,"",0,0,85034,33.4413,-112.0421,100
2001:5a0:5000:2000::/51,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5a0:5200:1000::/52,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5b0:232c::/47,4521011,6252001,"",0,0,45660,38.9869,-83.3687,200
2001:5b0:2405:d518:1c62:a880::/89,4554496,6252001,"",0,0,74301,36.6371,-95.136,200
2001:5b0:243f:8000::/49,4664550,6252001,"",0,0,37181,36.2254,-87.4552,200
2001:5b0:2600::/44,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5b0:2b20::/45,4111382,6252001,"",0,0,72335,35.0091,-90.7886,100
2001:5b0:2c58:7000::/54,6252001,6252001,"",0,0,"",37.751,-97.822,100
2001:5b0:43d7:8000::/49,4447545,6252001,"",0,0,39666,31.2946,-90.4664,100
2001:5b0:45cf:c000::/50,4753115,6252001,"",0,0,24225,36.9502,-82.1318,100
2001:5b0:46c9:8000::/49,4481308,6252001,"",0,0,28906,35.1312,-84.0388,50
2001:5b0:46dd::/48,4720270,6252001,"",0,0,78065,29.0994,-98.6241,100
2001:5b0:4cc3::/49,5160958,6252001,"",0,0,44253,41.169,-82.0109,100
2001:5b0:4ec2::/48,4508872,6252001,"",0,0,45113,39.4038,-83.958,100
2001:610:600:a000::/51,2746932,2750405,"",0,0,3203,51.8437,4.3422,100
2001:660:5800::/37,3017382,3017382,"",0,0,"",48.8582,2.3387,100
2001:660:7000::/38,2990969,3017382,"",0,0,"",47.2144,-1.5512,10
2001:678:2::1000:0:0/84,2921044,2921044,"",0,0,"",51.2993,9.491,100
2001:678:2:ffff:ffff:ffff:ffff:fffc/127,2921044,2921044,"",0,0,"",51.2993,9.491,100
2001:678:3::/48,2658434,2658434,"",0,0,"",47.1449,8.1551,100
2001:678:10c::/48,2750405,2750405,"",0,0,"",52.3824,4.8995,100
2001:678:138:4::/62,3144096,3144096,"",0,0,"",59.9451,10.7569,100
2001:678:245::/48,706448,"","",0,0,73013,46.6558,32.6178,50
2001:678:32c::/48,709034,2635167,"",0,0,77101,49.1269,24.7309,200
2001:678:32e::/47,709034,"","",0,0,77101,49.1269,24.7309,200
2001:678:351::/48,709034,"","",0,0,77101,49.1269,24.7309,200
2001:678:368::/48,709034,3077311,"",0,0,77101,49.1269,24.7309,200
2001:678:3ac::/48,709034,798544,"",0,0,77101,49.1269,24.7309,200
2001:678:3cc:ffff:ffe0::/76,709034,3017382,"",0,0,77101,49.1269,24.7309,200
2001:678:3fc::/48,709034,3017382,"",0,0,77101,49.1269,24.7309,200
2001:678:42d::/48,3133880,"","",0,0,7052,63.4282,10.4209,50
2001:678:544::/48,3133880,2963597,"",0,0,7052,63.4282,10.4209,50
2001:678:5c9::/48,3133880,"","",0,0,7052,63.4282,10.4209,50
2001:678:62c::/48,2017370,2017370,"",0,0,"",55.7386,37.6068,100
2001:678:76c::/48,2750405,2750405,"",0,0,"",52.3824,4.8995,100
2001:678:80c::/48,2782113,2782113,"",0,0,"",48.2,16.3667,100
2001:678:a78::/48,798544,798544,"",0,0,"",52.2394,21.0362,100
2001:678:ac4:800::/53,2988507,3017382,"",0,0,75001,48.8607,2.3281,100
2001:678:ac4:4000::/50,2988507,3017382,"",0,0,75001,48.8607,2.3281,100
2001:678:b80::/48,458258,458258,"",0,0,"",57.0,25.0,100
2001:678:d68::/48,2743997,2750405,"",0,0,3941,52.0412,5.3359,100
2001:678:e2c::/48,2017370,2017370,"",0,0,"",55.7386,37.6068,100
2001:67c:50::/48,2747891,2750405,"",0,0,3056,51.9516,4.5155,50
2001:67c:7e::/47,2781361,"","",0,0,2460,48.0175,16.7802,50
2001:67c:98::/48,2781361,2658434,"",0,0,2460,48.0175,16.7802,50
2001:67c:11c::/48,2781361,798544,"",0,0,2460,48.0175,16.7802,50
2001:67c:17e::/47,2781361,"","",0,0,2460,48.0175,16.7802,50
2001:67c:1ec::/48,2781361,3144096,"",0,0,2460,48.0175,16.7802,50
2001:67c:1f2::/47,2781361,"","",0,0,2460,48.0175,16.7802,50
2001:67c:2b2::/47,2781361,"","",0,0,2460,48.0175,16.7802,50
2001:67c:2ca::/47,2781361,"","",0,0,2460,48.0175,16.7802,50
2001:67c:308::/48,2781361,2921044,"",0,0,2460,48.0175,16.7802,50
2001:67c:44c::/48,798544,798544,"",0,0,"",52.2394,21.0362,100
2001:67c:529::/48,498817,"","",0,0,190068,59.909,30.295,5
2001:67c:564::/48,498817,2623032,"",0,0,190068,59.909,30.295,5
2001:67c:5ec::/48,498817,2921044,"",0,0,190068,59.909,30.295,5
2001:67c:654::/48,761477,2661886,"",0,0,32-862,49.8028,20.5587,5
2001:67c:7a4::/48,2921044,2921044,"",0,0,"",51.2993,9.491,100
2001:67c:104a::/47,2657896,"","",0,0,8050,47.3624,8.5394,1
2001:67c:10e6::/47,2657896,"","",0,0,8050,47.3624,8.5394,1
2001:67c:114d::/48,2823045,"","",0,0,93107,48.9105,12.1519,50
2001:67c:1171::/48,2823045,"","",0,0,93107,48.9105,12.1519,50
2001:67c:1288::/48,2782113,2782113,"",0,0,"",48.2,16.3667,100
2001:67c:12bc::/48,3190538,3190538,"",0,0,"",46.0,15.0,100
2001:67c:13cc::/48,2635167,2635167,"",0,0,"",51.4964,-0.1224,100
2001:67c:1421::/48,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:1470::/44,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:1489::/48,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:14b1::/48,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:14d2::/47,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:1545::/48,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:171a::/47,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:1790::/48,3066890,2782113,"",0,0,"267 18",49.9131,14.2406,5
2001:67c:17d5::/48,3066890,"","",0,0,"267 18",49.9131,14.2406,5
2001:67c:187c::/48,798549,798549,"",0,0,"",45.9968,24.997,100
2001:67c:1be4::/48,3017382,3017382,"",0,0,"",48.8582,2.3387,100
2001:67c:2171::/48,698740,"","",0,0,65010,46.4633,30.748,500
2001:67c:21e4::/48,698740,2661886,"",0,0,65010,46.4633,30.748,500
2001:67c:220e::/47,504341,"","",0,0,180000,57.8333,28.3333,1
2001:67c:2244::/48,504341,2017370,"",0,0,180000,57.8333,28.3333,1
2001:67c:22e4::/48,504341,2750405,"",0,0,180000,57.8333,28.3333,1
2001:67c:2326::/47,504341,"","",0,0,180000,57.8333,28.3333,1
2001:67c:2351::/48,504341,"","",0,0,180000,57.8333,28.3333,1
2001:67c:2408::/48,2756071,290557,"",0,0,7522,52.2385,6.8706,5
2001:67c:2446::/47,2756071,"","",0,0,7522,52.2385,6.8706,5
2001:67c:2526::/47,2756071,"","",0,0,7522,52.2385,6.8706,5
2001:67c:2568::/48,2711174,2661886,"",0,0,"563 01",58.0155,14.4656,5
2001:67c:2580::/48,2756071,798549,"",0,0,7522,52.2385,6.8706,5
2001:67c:2660:425:8000::/65,6255148,2750405,"",0,0,"",47.0,8.0,1000
2001:67c:275c::/48,3060972,2921044,"",0,0,"811 02",48.1833,17.0379,1
2001:67c:279c::/48,3060972,2750405,"",0,0,"811 02",48.1833,17.0379,1
2001:67c:27f8::/48,3060972,2661886,"",0,0,"811 02",48.1833,17.0379,1
2001:67c:285c::/48,2992166,3017382,"",0,0,34000,43.6107,3.8809,1000
2001:67c:28a2::/47,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:28c1::/48,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2936::/47,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:293c::/48,698625,798544,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2a3c::/48,698625,2510769,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2a4e::/47,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2a68::/48,698625,2623032,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2a80::/48,698625,3017382,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2ad9::/48,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2af1::/48,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2b40::/48,698625,798544,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2b51::/48,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2b5a::/47,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2b6d::/48,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2b7a::/47,698625,"","",0,0,28009,48.6694,33.1173,1000
2001:67c:2ba8::/48,698625,2750405,"",0,0,28009,48.6694,33.1173,1000
2001:67c:2c24::/48,2691400,2750405,"",0,0,"792 31",61.0,14.55,100
2001:67c:2cc2::/47,2691400,"","",0,0,"792 31",61.0,14.55,100
2001:67c:2db6::/47,2691400,"","",0,0,"792 31",61.0,14.55,100
2001:67c:2ddc::/48,2691400,798544,"",0,0,"792 31",61.0,14.55,100
2001:67c:2dea::/47,2691400,"","",0,0,"792 31",61.0,14.55,100
2001:67c:2e42::/47,3067885,"","",0,0,"549 54",50.5382,16.2365,1
2001:67c:2eb5::/48,3067885,"","",0,0,"549 54",50.5382,16.2365,1
2001:67c:2f46::/47,3067885,"","",0,0,"549 54",50.5382,16.2365,1
2001:688::/32,3017382,3017382,"",0,0,"",48.8582,2.3387,100
2001:6b8::/32,3175395,3175395,"",0,0,"",43.1479,12.1097,100
2001:718:880::/41,3077311,3077311,"",0,0,"",50.0848,14.4112,20
2001:718:a00::/39,3077311,3077311,"",0,0,"",50.0848,14.4112,20
2001:718:c00::/38,3077311,3077311,"",0,0,"",50.0848,14.4112,100
2001:718:1400::/39,3077311,3077311,"",0,0,"",50.0848,14.4112,100
2001:718:1600::/39,3077311,3077311,"",0,0,"",50.0848,14.4112,20
2001:738:806:8000::/49,3051810,719819,"",0,0,8452,47.0363,17.5329,50
2001:738:1000::/36,719819,719819,"",0,0,"",47.4919,19.05,100
2001:7b0::/32,2921044,2921044,"",0,0,"",51.2993,9.491,100
2001:7e8:c8e0::/45,2960313,2960313,"",0,0,"",49.7498,6.1661,50
2001:7f8:2e::/48,618426,617790,"",0,0,MD-2000,47.0027,28.8564,100
2001:7f8:54:800::/53,3017382,3017382,"",0,0,"",48.8582,2.3387,100
2001:7f8:55::/48,690791,690791,"",0,0,"",50.4558,30.536,100
2001:7f8:90::/48,2635167,2635167,"",0,0,"",51.4964,-0.1224,100
2001:7f8:d3::/48,798549,798549,"",0,0,"",45.9968,24.997,100
2001:7f8:d9:5c::/64,2643743,2658434,"",0,0,EC2V,51.5096,-0.0972,100
2001:818:dd30::/45,2267057,2264397,"",0,0,1000-001,38.7226,-9.1399,20
2001:818:dd90::/46,2267057,2264397,"",0,0,1500-103,38.7226,-9.1399,20
2001:818:de9a::/47,2742998,2264397,"",0,0,4745-030,41.3112,-8.6107,20
2001:861:3280::/46,3023763,3017382,"",0,0,91100,48.6066,2.4906,20
2001:861:4500::/41,3017382,3017382,"",0,0,"",48.8582,2.3387,100
2001:871:246:8000::/51,2760749,2782113,"",0,0,6511,47.1605,10.5819,20
2001:878::/38,2624886,2623032,"",0,0,9000,57.0501,9.9249,10
2001:8a0::/34,2264397,2264397,"",0,0,"",38.7057,-9.1359,100
2001:8a0:5f80::/42,2593105,2264397,"",0,0,9400-161,33.0648,-16.3386,1
2001:8a0:79c0::/42,3373014,2264397,"",0,0,9555-060,37.8531,-25.8301,20
2001:8a0:7b8a::/47,2264397,2264397,"",0,0,"",38.7057,-9.1359,100
2001:8a0:7f80::/42,2264397,2264397,"",0,0,"",38.7057,-9.1359,100
2001:8a0:c500::/40,2264397,2264397,"",0,0,"",38.7057,-9.1359,100
