word,pos,freq
уличный,a,23.2
уловить,v,28.3
уложить,v,37.3
улыбаться,v,210.7
улыбка,s,178.1
улыбнуться,v,268.8
ум,s,201.2
умение,s,24.3
умереть,v,226.7
уметь,v,220.4
умирать,v,80.9
умный,a,114.7
умолкнуть,v,22.0
умолять,v,29.8
унести,v,32.6
университет,s,50.7
уничтожить,v,40.0
уносить,v,19.0
унылый,a,19.0
упасть,v,178.2
упереться,v,30.2
упираться,v,26.9
упомянуть,v,20.9
упор,s,26.4
упорно,adv,23.1
управление,s,53.9
управлять,v,21.9
упрямо,adv,23.6
упустить,v,29.0
ура,intj,20.3
уровень,s,59.7
урок,s,80.0
уронить,v,30.9
ус,s,53.6
усадить,v,24.2
усесться,v,55.0
усилие,s,69.5
условие,s,87.2
услуга,s,29.1
услышать,v,252.0
усмехаться,v,19.6
усмехнуться,v,133.5
усмешка,s,27.5
уснуть,v,52.8
успевать,v,41.3
успеть,v,330.2
успех,s,71.4
успокаивать,v,27.4
успокоить,v,49.0
успокоиться,v,87.6
уставиться,v,62.4
устало,adv,28.5
усталость,s,39.9
усталый,a,40.8
установить,v,51.1
устать,v,94.4
устраивать,v,53.7
устремиться,v,19.8
устроить,v,105.8
устроиться,v,48.7
устройство,s,27.5
уступать,v,20.4
уступить,v,22.5
утверждать,v,50.7
утешать,v,20.8
уткнуться,v,24.6
утонуть,v,22.7
уточнить,v,32.8
утратить,v,28.3
утренний,a,53.6
утро,s,453.8
ухаживать,v,19.3
ухватить,v,21.2
ухватиться,v,18.8
ухмыльнуться,v,19.7
ухо,s,265.4
уход,s,32.2
уходить,v,276.1
уцелеть,v,25.9
участвовать,v,39.2
участие,s,43.6
участковый,s,35.8
участник,s,25.6
участок,s,53.0
учебник,s,22.8
ученик,s,56.8
ученый,a,22.4
ученый,s,68.2
учесть,v,33.8
училище,s,25.3
учитель,s,107.1
учительница,s,40.0
учить,v,84.8
учиться,v,110.8
учреждение,s,20.8
уютный,a,26.6
фабрика,s,26.2
факт,s,82.7
фамилия,s,147.8
фантазия,s,31.5
фантастический,a,20.3
фара,s,19.6
фашист,s,20.2
фигура,s,104.9
фигурка,s,21.2
физик,s,21.9
физиономия,s,34.6
физический,a,35.8
философ,s,18.6
фильм,s,75.3
финансовый,a,21.2
фиолетовый,a,20.0
фирма,s,68.4
флаг,s,22.2
флот,s,22.8
фокус,s,19.4
фон,part,18.9
фон,s,45.7
фонарик,s,19.1
фонарь,s,63.9
фонтан,s,23.5
форма,s,133.4
формула,s,18.6
фотография,s,110.9
фраза,s,102.2
француз,s,27.5
французский,a,58.6
фронт,s,91.8
фрукт,s,20.5
фуражка,s,30.6
фыркнуть,v,18.6
фюрер,s,24.9
халат,s,74.0
характер,s,83.9
хата,s,36.6
хватать,v,168.2
хвататься,v,20.7
хватить,v,170.5
хвост,s,97.6
хирург,s,23.8
хитрый,a,37.3
хлеб,s,146.2
хлопать,v,38.9
хлопнуть,v,52.3
хмуро,adv,25.0
хмурый,a,20.3
хмыкнуть,v,34.3
ход,s,180.9
ходить,v,409.1
хозяин,s,240.3
хозяйка,s,88.5
хозяйство,s,43.5
холм,s,52.3
холод,s,65.6
холодильник,s,39.0
холодно,adv,59.4
холодный,a,169.6
хор,s,33.9
хоронить,v,23.2
хорошенький,a,19.5
хороший,a,513.8
хорошо,adv,575.9
хорошо,part,85.3
хотеть,v,1392.7
хотеться,v,371.8
хоть,conj,140.1
хоть,part,322.5
хотя,conj,556.2
хотя,part,88.3
хохот,s,26.2
хохотать,v,55.1
храм,s,44.8
хранить,v,38.8
храниться,v,21.4
хрен,s,43.1
хрипло,adv,20.1
хрупкий,a,19.8
художественный,a,26.4
художник,s,104.6
худой,a,60.1
хутор,s,26.9
царить,v,20.1
царский,a,21.8
царство,s,22.9
царь,s,62.5
цвести,v,19.1
цвет,s,164.1
цветной,a,34.3
цветок,s,108.9
целиком,adv,26.3
целовать,v,56.9
целоваться,v,23.3
целое,s,20.3
целый,a,242.6
цель,s,132.5
цена,s,78.9
ценить,v,29.3
ценность,s,27.7
ценный,a,25.5
центр,s,112.2
центральный,a,42.2
цепляться,v,27.7
цепочка,s,28.5
цепь,s,50.0
церковь,s,78.7
цех,s,27.3
цивилизация,s,20.1
цирк,s,24.3
цифра,s,44.6
цыган,s,32.1
цыпочки,s,20.3
чай,s,175.0
чайка,s,21.0
чайник,s,40.1
час,s,499.2
часовой,s,20.9
частность,s,20.4
частный,a,36.2
часто,adv,171.4
частый,a,83.4
часть,s,267.6
часы,s,115.1
чаша,s,19.5
чашка,s,60.7
чего,advpro,107.6
чей,apro,84.6
чей-то,apro,64.9
человек,s,2669.9
человечек,s,27.3
человеческий,a,151.0
человечество,s,50.4
челюсть,s,29.1
чем,conj,620.8
чемодан,s,77.2
чепуха,s,26.2
чердак,s,25.2
через,pr,896.3
череп,s,50.0
чересчур,adv,25.1
черный,a,515.0
черт,s,218.2
черта,s,64.9
чертов,a,25.0
честно,adv,77.8
честный,a,83.2
честь,s,88.9
четверо,num,33.1
четвертый,anum,101.1
четверть,s,35.5
четкий,a,22.0
четко,adv,32.5
четыре,num,228.5
четырнадцать,num,19.1
чин,s,24.4
чиновник,s,24.5
число,s,110.7
чистить,v,24.6
чисто,adv,46.7
чистота,s,22.0
чистый,a,187.0
читатель,s,41.1
читать,v,320.9
член,s,91.6
чрезвычайно,adv,29.0
чтение,s,27.7
что,advpro,238.5
что,conj,8674.5
что,spro,5137.4
чтоб,conj,315.0
чтобы,conj,1537.3
что-либо,spro,22.5
что-нибудь,spro,223.9
что-то,spro,1019.8
чувство,s,264.4
чувствовать,v,361.3
чувствоваться,v,25.2
чудесный,a,34.3
чудо,s,84.1
чудовище,s,19.6
чудовищный,a,29.5
чужой,a,237.0
чулок,s,20.6
чуть,adv,384.8
чуть-чуть,adv,41.5
чушь,s,23.4
чуять,v,24.7
шаг,s,274.3
шагать,v,45.3
шагнуть,v,48.0
шампанское,s,45.5
шанс,s,40.0
шапка,s,74.9
шапочка,s,20.2
шар,s,55.7
шарик,s,27.0
швырнуть,v,26.7
шевелить,v,25.2
шевелиться,v,44.6
шелковый,a,27.1
шепнуть,v,35.3
шепот,s,56.0
шепотом,adv,29.6
шептать,v,57.1
шерсть,s,24.7
шестнадцать,num,23.4
шестой,anum,53.4
шесть,num,121.6
шестьдесят,num,42.1
шеф,s,74.9
шея,s,163.6
шинель,s,50.7
широкий,a,157.2
широко,adv,60.1
шить,v,19.5
шкаф,s,85.3
школа,s,224.1
школьный,a,52.2
шкура,s,33.9
шлем,s,19.9
шляпа,s,57.6
шорох,s,23.0
шоссе,s,49.2
шофер,s,80.2
шпион,s,32.8
шрам,s,21.2
штаб,s,65.4
штаны,s,64.1
штат,s,23.3
штора,s,23.3
штука,s,61.7
шуба,s,30.2
шум,s,101.4
шуметь,v,44.4
шумно,adv,27.6
шумный,a,24.5
шуршать,v,21.1
шут,s,27.1
шутить,v,59.3
шутка,s,83.7
щека,s,155.8
щелкнуть,v,37.1
щель,s,47.4
щенок,s,33.1
щит,s,25.9
э,intj,20.9
эй,intj,54.7
экзамен,s,35.3
экземпляр,s,19.1
экипаж,s,29.2
экран,s,73.8
экспедиция,s,26.1
эксперимент,s,18.9
электрический,a,33.9
электричество,s,19.5
электричка,s,24.7
эмоция,s,22.2
энергия,s,43.1
эпоха,s,31.4
этаж,s,148.5
этакий,apro,22.5
этап,s,19.1
это,part,455.3
это,spro,6003.7
этот,apro,4811.0
эх,intj,58.4
эхо,s,19.1
эшелон,s,18.7
юбка,s,46.1
юг,s,32.4
южный,a,35.6
юмор,s,25.7
юность,s,38.8
юноша,s,53.6
юный,a,61.1
я,spro,17800.2
яблоко,s,51.3
явиться,v,96.1
явление,s,32.7
являться,v,84.7
явно,adv,103.1
явный,a,27.6
ягода,s,22.4
яд,s,23.3
язык,s,256.6
яйцо,s,47.5
якобы,part,33.0
яма,s,47.9
январь,s,18.8
японский,a,22.0
яркий,a,94.7
ярко,adv,30.2
яростно,adv,21.2
ярость,s,36.6
ясно,adv,146.4
ясность,s,18.8
ясный,a,120.9
ять,s,43.5
ящик,s,129.5
