network,geoname_id,registered_country_geoname_id,represented_country_geoname_id,is_anonymous_proxy,is_satellite_provider,postal_code,latitude,longitude,accuracy_radius
1.2.218.0/23,1609350,1605651,,0,0,10330,13.7749,100.5197,10
1.39.21.128/27,1264646,1269750,,0,0,751030,20.0262,86.2941,500
1.79.128.0/19,1861060,1861060,,0,0,,35.6897,139.6895,500
1.165.144.0/21,1668399,1668284,,0,0,,24.144,120.6844,1
1.192.208.0/23,1783873,1814991,,0,0,,32.9751,114.0284,500
1.211.160.0/20,1835841,1835841,,0,0,,37.5112,126.9741,200
1.231.64.0/21,1835848,1835841,,0,0,02878,37.5985,126.9783,5
1.241.244.0/22,1841909,1835841,,0,0,13808,37.4257,126.9875,1
1.248.100.0/22,1841066,1835841,,0,0,58647,34.8142,126.3905,200
2.6.209.0/24,3005915,3017382,,0,0,82110,44.2532,1.1355,100
2.8.7.0/24,2979299,3017382,,0,0,85160,46.7833,-2.0833,100
2.8.60.0/23,2986059,3017382,,0,0,44380,47.2668,-2.3379,200
2.12.138.0/23,3013862,3017382,,0,0,59320,50.6083,2.9914,5
2.15.220.0/23,2990440,3017382,,0,0,06200,43.7045,7.2597,5
2.17.204.0/22,963241,2750405,,0,0,2032,-26.0994,27.9816,100
2.17.218.0/24,2750405,2750405,,0,0,,52.3824,4.8995,100
2.25.98.128/25,2647937,2635167,,0,0,SE10,51.4805,-0.0113,1
2.26.170.0/25,2656580,2635167,,0,0,SW17,51.4327,-0.1693,1
2.27.49.0/25,8260056,2635167,,0,0,CF41,51.6508,-3.4832,5
2.38.166.0/24,3170027,3175395,,0,0,85100,40.6421,15.8079,100
2.42.76.0/24,3163995,3175395,,0,0,27058,44.9915,9.0117,100
2.44.73.128/25,3178957,3175395,,0,0,47023,44.1379,12.2347,200
2.44.126.128/25,3175986,3175395,,0,0,34170,45.9409,13.6217,20
2.44.202.0/24,3173435,3175395,,0,0,20123,45.505,9.2199,10
2.45.245.0/24,3171778,3175395,,0,0,80044,40.8562,14.4773,20
2.58.139.0/25,3165524,3175395,,0,0,10125,45.0914,7.6639,200
2.62.151.0/24,1503901,2017370,,0,0,650000,55.3299,86.0765,1000
2.64.8.0/23,2700858,2661886,,0,0,"617 71",58.5363,15.9678,200
2.67.4.0/23,2686657,2661886,,0,0,"703 42",59.274,15.2119,200
2.67.221.0/24,2673722,2661886,,0,0,"129 55",59.2973,17.9944,200
2.67.230.0/24,2720501,2661886,,0,0,"501 83",57.7192,12.9412,200
2.103.66.0/23,2635080,2635167,,0,0,WR8,52.0927,-2.2322,50
2.123.100.128/25,2654588,2635167,,0,0,BR1,51.4023,0.0458,20
2.133.168.0/21,1526384,1522867,,0,0,,43.2638,76.9293,1
2.136.94.0/23,2520447,2510769,,0,0,03560,38.4241,-0.3999,200
2.139.214.128/26,3128760,2510769,,0,0,08014,41.3954,2.2048,1
2.139.219.128/25,3117735,2510769,,0,0,28034,40.4153,-3.694,1000
2.141.43.0/24,3110643,2510769,,0,0,17220,41.7833,3.0333,100
2.141.100.0/22,3104707,2510769,,0,0,33316,43.4889,-5.3949,200
2.142.230.0/24,3129857,2510769,,0,0,28300,40.0368,-3.6045,200
2.202.29.0/25,2884509,2921044,,0,0,47800,51.3413,6.6016,5
2.202.117.0/24,2821515,2921044,,0,0,83278,47.8682,12.6433,10
2.206.160.0/24,2934691,2921044,,0,0,47169,51.5056,6.7444,5
2.217.28.0/22,2655984,2635167,,0,0,BT12,54.5396,-5.975,20
2.219.102.0/23,2652221,2635167,,0,0,CV3,52.3958,-1.4796,10
2.219.164.0/22,2643743,2635167,,0,0,E3,51.5245,-0.0255,20
2.221.161.0/24,2635650,2635167,,0,0,TQ1,50.478,-3.5182,20
2.222.136.0/22,2648579,2635167,,0,0,G40,55.8486,-4.2216,20
2.244.91.192/27,2884509,2921044,,0,0,47798,51.3336,6.5657,50
3.220.0.0/18,6252001,6252001,,0,0,,37.751,-97.822,1000
4.18.128.0/18,6252001,6252001,,0,0,,37.751,-97.822,1000
4.35.240.64/26,5809844,6252001,,0,0,98115,47.6859,-122.2994,5
4.71.102.0/25,5254739,6252001,,0,0,53024,43.3214,-87.9495,100
5.8.32.0/24,2755003,2017370,,0,0,2031,52.3891,4.6563,1000
5.11.224.0/19,745044,298795,,0,0,34110,41.0205,28.9753,100
5.28.146.0/23,293788,294640,,0,0,,32.0821,34.8122,10
5.29.192.0/24,293788,294640,,0,0,,32.0821,34.8122,5
5.33.148.0/24,2614030,2623032,,0,0,8600,56.1702,9.5449,100
5.37.157.0/24,287286,286963,,0,0,,23.6182,58.5945,20
5.48.166.128/25,3023477,3017382,,0,0,54400,49.5234,5.7168,50
5.49.9.0/24,2988507,3017382,,0,0,75018,48.8323,2.4075,1
5.54.230.0/23,264371,390903,,0,0,,37.9842,23.7353,5
5.62.58.149/32,2161314,2635167,,0,0,,-29.0533,167.9505,1000
5.62.63.4/32,2635167,2635167,,0,0,,51.4964,-0.1224,200
5.67.161.160/27,2650346,2635167,,0,0,DN22,53.3188,-0.9824,50
5.77.0.0/20,1489425,2017370,,0,0,634049,56.4957,84.9636,200
5.81.177.0/25,2645801,2635167,,0,0,W8,51.5005,-0.1905,5
5.89.20.0/24,3168673,3175395,,0,0,84128,40.68,14.7837,500
5.102.8.248/29,3181532,3175395,,0,0,24053,45.5432,9.6442,100
5.108.12.0/22,105343,102358,,0,0,,21.5168,39.2192,1000
5.133.57.192/26,3169561,3175395,,0,0,48100,44.4143,12.2134,100
5.135.168.0/22,3017382,3017382,,0,0,,48.8582,2.3387,500
5.136.228.0/22,2014407,2017370,,0,0,670000,51.8228,107.6176,1
5.143.22.0/23,2019528,2017370,,0,0,692904,42.8333,132.8947,200
5.143.164.0/23,480060,2017370,,0,0,170002,56.8649,35.8942,1
5.151.83.16/28,2633352,2635167,,0,0,YO1,53.958,-1.0842,200
5.153.25.128/25,2759794,2750405,,0,0,1012,52.3759,4.8975,100
5.164.8.0/22,479123,2017370,,0,0,432031,54.3354,48.3888,1
5.166.96.0/20,1510853,2017370,,0,0,656000,53.3596,83.7809,1
5.172.239.138/31,798544,798544,,0,0,,52.2394,21.0362,200
5.173.106.0/23,3096472,798544,,0,0,40-061,50.2557,19.0148,50
5.175.186.224/27,4887398,2921044,,0,0,60623,41.85,-87.7165,200
5.187.210.0/24,3055030,719819,,0,0,2060,47.4842,18.644,20
8.9.198.182/31,6252001,6252001,,0,0,,37.751,-97.822,1000
8.17.116.0/23,4167003,6252001,,0,0,33055,25.9487,-80.2819,50
8.20.126.128/26,2925533,6252001,,0,0,60313,50.1188,8.6843,1000
8.28.254.64/26,4554703,6252001,,0,0,73093,35.1324,-97.487,1
8.37.16.0/20,6252001,6252001,,0,0,,37.751,-97.822,1000
8.43.117.168/29,6252001,6252001,,0,0,,37.751,-97.822,1000
12.1.84.0/23,4194121,6252001,,0,0,30213,33.5631,-84.5832,20
12.5.184.0/23,4679944,6252001,,0,0,75009,33.3103,-96.7673,50
12.37.156.0/23,5368361,6252001,,0,0,90035,34.0598,-118.3769,1000
12.51.240.0/20,4684888,6252001,,0,0,75211,32.7319,-96.9057,200
12.53.48.0/22,6252001,6252001,,0,0,,37.751,-97.822,1000
12.86.224.0/20,4722625,6252001,,0,0,75081,32.9473,-96.7028,500
12.88.165.68/31,5332921,6252001,,0,0,,34.0544,-118.244,1000
12.97.240.0/21,4325165,6252001,,0,0,70438,30.8577,-90.1155,200
12.105.44.0/22,4683462,6252001,,0,0,75110,32.0905,-96.471,200
12.124.66.0/23,4659446,6252001,,0,0,37174,35.7163,-86.9093,1
12.129.72.0/21,6252001,6252001,,0,0,,37.751,-97.822,1000
12.155.24.0/23,4388216,6252001,,0,0,64843,36.7305,-94.3972,100
12.184.64.0/21,4164143,6252001,,0,0,33109,25.7588,-80.1376,100
12.206.23.0/24,4198972,6252001,,0,0,30228,33.4125,-84.3012,10
12.226.244.0/23,5386834,6252001,,0,0,94061,37.472,-122.2312,50
12.231.30.96/27,5341704,6252001,,0,0,95618,38.5442,-121.7252,100
12.238.20.0/23,4699066,6252001,,0,0,77087,29.6889,-95.3071,50
12.238.121.64/27,4164138,6252001,,0,0,33177,25.5972,-80.4048,50
12.244.247.0/24,4830120,6252001,,0,0,35610,34.9435,-87.2726,500
13.104.96.224/27,2653822,6252001,,0,0,CF14,51.521,-3.2037,1000
13.107.12.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
14.9.225.32/27,2128815,1861060,,0,0,080-0021,42.9077,143.533,50
14.13.130.192/26,1859171,1861060,,0,0,651-2111,34.6808,135.0134,10
14.32.212.0/22,1836279,1835841,,0,0,05205,37.5443,127.1505,5
14.33.248.0/21,1838343,1835841,,0,0,17910,37.0009,127.0859,1
14.50.176.0/20,1835235,1835841,,0,0,34943,36.3269,127.4316,5
14.171.216.0/22,1581130,1562822,,0,0,,21.0313,105.8516,1
14.193.52.0/23,10923682,1861060,,0,0,273-0005,35.7009,139.9919,10
14.195.128.0/18,1269750,1269750,,0,0,,20.0063,77.006,1000
14.200.180.0/22,2147714,2077456,,0,0,2000,-33.8591,151.2002,50
14.203.18.0/24,2063523,2077456,,0,0,6001,-31.9471,115.8647,10
14.203.197.0/24,2158177,2077456,,0,0,3004,-37.8411,144.9799,20
14.254.224.0/19,1583992,1562822,,0,0,,16.0685,108.2215,500
17.28.72.0/21,5927690,6252001,,0,0,V3B,49.27,-122.7793,1000
17.32.0.0/16,4477779,6252001,,0,0,28650,35.5759,-81.1745,1000
17.70.24.128/25,6252001,6252001,,0,0,,37.751,-97.822,1000
17.94.128.0/21,1799962,6252001,,0,0,,32.0617,118.7778,1000
17.253.6.0/23,4180439,6252001,,0,0,30301,33.7485,-84.3871,1000
20.40.88.0/21,1850147,6252001,,0,0,102-0082,35.6865,139.7458,1000
20.47.49.0/24,3137115,6252001,,0,0,4001,58.9667,5.75,1000
20.190.138.128/25,4853828,6252001,,0,0,50307,41.6015,-93.6127,1000
23.3.99.0/24,1818379,6252001,,0,0,,22.1698,114.2473,1000
23.9.190.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
23.11.201.0/24,6252001,6252001,,0,0,,37.751,-97.822,1000
23.14.52.0/22,4279247,6252001,,0,0,66202,39.02,-94.6658,1000
23.16.208.0/22,6173331,6251999,,0,0,V5P,49.2246,-123.0711,1
23.28.39.0/24,4995520,6252001,,0,0,49058,42.6402,-85.2973,50
23.31.159.0/24,4227213,6252001,,0,0,30084,33.8583,-84.2165,20
23.36.156.0/22,2925533,6252001,,0,0,60313,50.1188,8.6843,1000
23.44.7.181/32,1850147,6252001,,0,0,190-0034,35.6865,139.7458,1000
23.52.143.44/30,4744870,6252001,,0,0,20149,39.0481,-77.4728,1000
23.72.40.0/22,5383777,6252001,,0,0,94566,37.6652,-121.8734,1000
23.76.100.0/22,3991164,6252001,,0,0,76113,20.6002,-100.4012,1000
23.81.180.64/26,6252001,6252001,,0,0,,37.751,-97.822,1000
23.90.200.0/21,3038498,3017382,,0,0,63260,46.0243,3.1983,200
23.94.222.128/25,6252001,6252001,,0,0,,37.751,-97.822,1000
23.95.82.192/26,6252001,6252001,,0,0,,37.751,-97.822,1000
23.95.111.128/26,6252001,6252001,,0,0,,37.751,-97.822,1000
23.103.231.160/28,4792307,6252001,,0,0,22747,38.7095,-78.1539,1000
23.108.26.0/23,5128581,6252001,,0,0,10009,40.7263,-73.9818,500
23.114.6.0/24,5379698,6252001,,0,0,95963,39.7314,-122.2534,50
23.123.36.0/22,4156404,6252001,,0,0,32605,29.6825,-82.3606,5
23.138.112.0/24,4984247,6252001,,0,0,48103,42.2807,-83.7801,1
23.148.145.0/24,6252001,6252001,,0,0,,37.751,-97.822,1000
23.158.48.0/24,5923168,6251999,,0,0,G0G,50.1834,-66.637,100
23.168.48.0/24,6252001,6252001,,0,0,,37.751,-97.822,1000
23.170.210.0/23,,6252001,,0,0,,,,
23.174.4.0/22,,6252001,,0,0,,,,
23.191.4.0/22,,6252001,,0,0,,,,
23.192.176.0/20,1277333,6252001,,0,0,560001,12.9634,77.5855,1000
23.198.8.0/24,4993335,6252001,,0,0,48025,42.5194,-83.2482,500
23.200.56.0/22,5809844,6252001,,0,0,98111,47.6032,-122.3412,1000
23.215.129.132/30,2867714,6252001,,0,0,80799,48.1441,11.5816,1000
23.215.176.0/24,5809844,6252001,,0,0,98111,47.6032,-122.3412,1000
23.229.30.128/26,5110629,6251999,,0,0,14202,42.8864,-78.8781,1000
23.236.68.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
23.241.134.0/23,5364940,6252001,,0,0,93535,34.7148,-117.8756,50
23.241.172.0/22,5404915,6252001,,0,0,91786,34.1172,-117.6472,1
23.246.74.200/30,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
23.246.75.220/30,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
23.246.86.224/30,5102369,6252001,,0,0,07650,40.8486,-73.9929,20
23.246.112.168/29,5128581,6252001,,0,0,10014,40.7365,-74.0055,10
23.246.120.48/29,5128581,6252001,,0,0,10014,40.7365,-74.0055,100
23.246.125.208/29,5128581,6252001,,0,0,10010,40.738,-73.9858,100
23.251.70.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
23.251.74.0/24,4647313,6252001,,0,0,37363,35.0788,-85.063,10
23.252.216.0/21,5484874,6252001,,0,0,88130,34.1799,-103.3363,20
24.4.100.0/24,5367440,6252001,,0,0,94551,37.7562,-121.77,10
24.8.160.0/22,5579276,6252001,,0,0,80501,40.1773,-105.1009,20
24.18.76.0/22,5787776,6252001,,0,0,98391,47.1435,-122.1678,20
24.21.118.0/23,5746545,6252001,,0,0,97212,45.5472,-122.6417,5
24.21.237.192/27,5754005,6252001,,0,0,97478,44.0563,-122.9164,5
24.22.201.0/25,5802758,6252001,,0,0,98557,47.0324,-123.2689,50
24.28.156.0/23,4726206,6252001,,0,0,78251,29.4551,-98.6498,5
24.29.240.0/21,5164390,6252001,,0,0,44663,40.4836,-81.4387,10
24.30.234.152/30,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
24.38.153.0/24,6183141,6251999,,0,0,N0G,43.821,-81.3699,50
24.39.19.136/29,4982390,6252001,,0,0,04090,43.3119,-70.5979,50
24.39.54.176/30,5140405,6252001,,0,0,13202,43.041,-76.1489,50
24.39.77.40/30,5122534,6252001,,0,0,14701,42.093,-79.244,100
24.39.93.152/29,5123831,6252001,,0,0,12946,44.2796,-73.982,200
24.39.119.168/30,5133273,6252001,,0,0,11377,40.7465,-73.909,20
24.39.128.244/30,5132008,6252001,,0,0,12487,41.8651,-73.9948,5
24.39.165.244/30,5121283,6252001,,0,0,14843,42.3256,-77.6593,100
24.39.190.248/30,4963306,6252001,,0,0,04630,44.7424,-67.3821,100
24.39.209.40/30,5142296,6252001,,0,0,13850,42.0755,-76.0089,100
24.43.29.124/30,5352423,6252001,,0,0,90039,34.11,-118.2607,50
24.43.36.224/30,5368361,6252001,,0,0,90038,34.0882,-118.3211,200
24.43.97.164/30,5351515,6252001,,0,0,92840,33.7873,-117.9231,100
24.43.103.108/30,5386785,6252001,,0,0,90277,33.8303,-118.3795,100
24.43.120.120/30,5322053,6252001,,0,0,85364,32.7015,-114.643,100
24.43.125.16/28,5349755,6252001,,0,0,92337,34.0472,-117.4731,50
24.43.131.124/30,5368361,6252001,,0,0,90049,34.0634,-118.4667,50
24.43.138.32/28,5368361,6252001,,0,0,90020,34.0672,-118.3016,50
24.43.150.224/27,5384339,6252001,,0,0,93041,34.1503,-119.2075,100
24.43.176.16/30,5380668,6252001,,0,0,92262,33.8408,-116.5337,200
24.43.190.96/30,5325738,6252001,,0,0,93308,35.4145,-119.0403,5
24.43.198.40/30,5855051,6252001,,0,0,96706,21.3328,-158.0181,100
24.43.198.248/29,5854686,6252001,,0,0,96797,21.4001,-158.016,100
24.43.208.208/28,5856195,6252001,,0,0,96813,21.3195,-157.8525,50
24.43.230.24/30,5856195,6252001,,0,0,96816,21.289,-157.8028,1000
24.43.230.200/30,5849996,6252001,,0,0,96761,20.9174,-156.6772,1000
24.45.44.0/22,5106279,6252001,,0,0,07480,41.0916,-74.3719,10
24.46.88.0/21,5100280,6252001,,0,0,08701,40.0881,-74.1963,5
24.52.249.0/24,6058560,6251999,,0,0,N6K,42.9515,-81.3386,10
24.67.144.0/20,6182212,6251999,,0,0,V2G,52.1415,-122.1445,100
24.72.141.0/24,5949568,6251999,,0,0,S4A,49.1334,-102.9842,10
24.72.197.0/24,5686712,6252001,,0,0,59086,45.9484,-110.6061,20
24.73.72.176/30,4159786,6252001,,0,0,34450,28.834,-82.2822,50
24.73.97.240/30,4161580,6252001,,0,0,33773,27.8803,-82.7537,1000
24.73.106.8/30,4174757,6252001,,0,0,33647,28.1147,-82.3678,20
24.73.120.64/30,4156748,6252001,,0,0,33534,27.8411,-82.3698,100
24.73.140.64/29,4167499,6252001,,0,0,32905,28.0318,-80.5958,500
24.73.173.108/30,4174757,6252001,,0,0,33602,27.96,-82.4614,20
24.73.186.28/30,4049979,6252001,,0,0,35209,33.4663,-86.808,20
24.73.187.176/30,4049979,6252001,,0,0,35209,33.4663,-86.808,20
24.73.208.192/30,4177727,6252001,,0,0,33543,28.2365,-82.3289,50
24.73.208.208/30,4167632,6252001,,0,0,34221,27.543,-82.5602,50
24.73.225.68/30,4166776,6252001,,0,0,34761,28.5836,-81.5324,100
24.73.228.160/29,4150190,6252001,,0,0,32707,28.6618,-81.3092,20
24.73.230.28/30,4178573,6252001,,0,0,32708,28.6841,-81.2812,20
24.73.248.224/29,4672989,6252001,,0,0,77706,30.0959,-94.1689,200
24.91.232.0/22,4950191,6252001,,0,0,02563,41.7111,-70.4887,5
24.97.6.32/30,5136454,6252001,,0,0,12306,42.789,-73.9759,20
24.97.7.32/28,5141502,6252001,,0,0,12182,42.7841,-73.6756,20
24.97.25.144/29,5133667,6252001,,0,0,12144,42.6359,-73.7219,50
24.97.39.68/30,5142296,6252001,,0,0,13850,42.0755,-76.0089,100
24.97.74.160/30,5122794,6252001,,0,0,13790,42.1267,-75.9685,200
24.97.85.72/29,5106877,6252001,,0,0,14004,42.9005,-78.5262,20
24.97.122.72/29,5126842,6252001,,0,0,10940,41.4535,-74.4774,50
24.97.223.232/29,5121283,6252001,,0,0,14843,42.3256,-77.6593,50
24.97.226.208/29,5132001,6252001,,0,0,13140,43.0427,-76.6449,500
24.100.125.128/25,4249857,6252001,,0,0,62565,39.4581,-88.8057,50
24.101.64.0/24,5215726,6252001,,0,0,16354,41.6378,-79.6875,100
24.101.194.0/24,5191070,6252001,,0,0,15044,40.6217,-79.9431,10
24.103.11.232/29,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
24.103.28.24/29,5128581,6252001,,0,0,10002,40.7149,-73.9893,10
24.103.57.144/30,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
24.103.59.136/29,5128581,6252001,,0,0,10012,40.7279,-73.9966,10
24.103.67.112/29,5110302,6252001,,0,0,11232,40.6537,-73.999,5
24.103.113.116/30,5110302,6252001,,0,0,11232,40.6537,-73.999,20
24.103.128.120/29,4957280,6252001,,0,0,04401,44.8227,-68.8001,200
24.103.216.116/30,5122432,6252001,,0,0,14850,42.4452,-76.492,200
24.103.218.196/30,5107505,6252001,,0,0,13021,42.9285,-76.5591,200
24.103.229.88/30,5128581,6252001,,0,0,10011,40.7316,-73.9985,10
24.103.235.0/25,5128581,6252001,,0,0,10016,40.7428,-73.9712,20
24.103.239.152/29,5139301,6252001,,0,0,10977,41.1144,-74.0429,50
24.105.128.56/29,5125771,6252001,,0,0,10022,40.7547,-73.9614,20
24.105.133.16/30,5133271,6252001,,0,0,11429,40.7109,-73.7388,1000
24.105.136.48/29,5117472,6252001,,0,0,11355,40.7513,-73.8244,1
24.105.142.188/30,5103384,6252001,,0,0,07662,40.9057,-74.079,20
24.105.145.132/30,5128581,6252001,,0,0,10014,40.7365,-74.0055,100
24.105.152.160/29,5125771,6252001,,0,0,10022,40.7547,-73.9614,10
24.105.168.60/30,5114900,6252001,,0,0,14043,42.9051,-78.7059,200
24.105.168.208/28,5114900,6252001,,0,0,14043,42.9051,-78.7059,200
24.105.173.4/30,5112861,6252001,,0,0,13041,43.1737,-76.1707,200
24.106.5.192/30,5250201,6252001,,0,0,54115,44.4371,-88.0795,20
24.106.7.116/30,5254962,6252001,,0,0,54302,44.5034,-87.9813,100
24.106.15.64/27,5072006,6252001,,0,0,68508,40.8161,-96.7036,500
24.106.16.248/30,5263045,6252001,,0,0,53223,43.1601,-87.9944,20
24.106.22.112/29,5244080,6252001,,0,0,54911,44.277,-88.4011,50
24.106.48.128/30,5265499,6252001,,0,0,53066,43.11,-88.489,50
24.106.60.64/30,5255068,6252001,,0,0,53220,42.957,-87.9898,50
24.106.65.168/29,4509884,6252001,,0,0,45410,39.749,-84.1573,200
24.106.69.76/30,4509177,6252001,,0,0,43230,40.0326,-82.8799,200
24.106.76.112/30,4508722,6252001,,0,0,45214,39.1219,-84.5506,100
24.106.77.24/30,5161723,6252001,,0,0,44906,40.7627,-82.5593,100
24.106.92.128/25,4525353,6252001,,0,0,45502,39.926,-83.8081,100
24.106.103.244/30,4518188,6252001,,0,0,45342,39.632,-84.2634,20
24.106.106.40/29,4508722,6252001,,0,0,45214,39.1219,-84.5506,200
24.106.116.160/30,5157588,6252001,,0,0,43026,40.0337,-83.1319,100
24.106.134.164/30,4511283,6252001,,0,0,45014,39.3202,-84.552,100
24.106.185.240/30,4487042,6252001,,0,0,27612,35.8538,-78.686,20
24.106.202.44/30,4487042,6252001,,0,0,27615,35.8846,-78.6385,50
24.106.218.156/30,4487042,6252001,,0,0,27613,35.8964,-78.7115,200
24.106.229.88/30,5163799,6252001,,0,0,43050,40.3869,-82.4901,200
24.112.55.0/24,4345925,6252001,,0,0,70669,30.2589,-93.2691,10
24.116.30.0/23,4428667,6252001,,0,0,39501,30.3817,-89.0978,500
24.123.72.208/30,5188843,6252001,,0,0,16510,42.1087,-79.9535,100
24.123.73.100/30,4511283,6252001,,0,0,45014,39.3202,-84.552,100
24.123.81.220/30,5255640,6252001,,0,0,53029,43.1172,-88.3446,50
24.123.143.0/28,4509177,6252001,,0,0,43221,40.0233,-83.0859,100
24.123.147.16/30,4575352,6252001,,0,0,29203,34.0651,-81.0281,100
24.123.166.248/30,4518264,6252001,,0,0,45044,39.5082,-84.3987,200
24.123.180.92/30,4472370,6252001,,0,0,28078,35.401,-80.8688,20
24.123.182.248/30,4467732,6252001,,0,0,28056,35.2137,-81.122,50
24.129.166.0/23,6252001,6252001,,0,0,,37.751,-97.822,1000
24.129.172.0/24,4167147,6252001,,0,0,32810,28.6225,-81.4317,50
24.129.186.40/29,4148708,6252001,,0,0,34210,27.4544,-82.6358,50
24.129.191.28/30,4161438,6252001,,0,0,33813,27.9611,-81.9398,50
24.136.97.32/30,5133273,6252001,,0,0,11354,40.7681,-73.8291,20
24.142.140.32/28,5149222,6252001,,0,0,44708,40.8122,-81.4208,100
24.142.144.212/30,4525353,6252001,,0,0,45504,39.9418,-83.8357,200
24.142.152.200/29,4509177,6252001,,0,0,43207,39.9046,-82.9703,100
24.142.179.128/27,4509177,6252001,,0,0,43224,40.0471,-82.9709,50
24.142.219.160/30,4487042,6252001,,0,0,27613,35.8964,-78.7115,100
24.142.245.24/29,4452808,6252001,,0,0,27523,35.7178,-78.8428,100
24.142.255.140/30,4478334,6252001,,0,0,28105,35.115,-80.7061,100
24.148.118.128/26,5116383,6252001,,0,0,12523,42.0884,-73.7797,20
24.149.120.0/22,4759556,6252001,,0,0,24551,37.3371,-79.2815,5
24.151.3.44/30,4945696,6252001,,0,0,01537,42.1704,-71.8926,50
24.153.162.80/30,4726206,6252001,,0,0,78212,29.4411,-98.4936,500
24.153.170.12/30,4740629,6252001,,0,0,78599,26.162,-97.996,1000
24.153.230.152/30,4671654,6252001,,0,0,78746,30.2971,-97.8181,50
24.158.17.96/30,5024719,6252001,,0,0,55811,46.8154,-92.1952,20
24.158.20.140/30,5024719,6252001,,0,0,55811,46.8154,-92.1952,200
24.158.234.80/30,4057835,6252001,,0,0,35055,34.1758,-86.829,50
24.159.82.172/30,4613868,6252001,,0,0,37043,36.5037,-87.2729,200
24.159.86.220/30,4614088,6252001,,0,0,37323,35.1366,-84.8495,200
24.159.198.88/29,5040647,6252001,,0,0,55060,44.0794,-93.2188,200
24.159.221.248/29,5040647,6252001,,0,0,55060,44.0794,-93.2188,20
24.167.44.0/22,4709796,6252001,,0,0,78504,26.2516,-98.2271,5
24.169.65.48/29,5085792,6252001,,0,0,03832,43.9063,-71.0799,200
24.169.80.72/29,5126510,6252001,,0,0,12118,42.9168,-73.7214,200
24.169.87.4/30,5134086,6252001,,0,0,14606,43.1702,-77.6923,200
24.169.99.160/28,5106834,6252001,,0,0,12206,42.6701,-73.7754,200
24.171.180.8/29,4460162,6252001,,0,0,27514,35.9153,-79.0386,10
24.171.180.192/29,4460162,6252001,,0,0,27514,35.9153,-79.0386,10
24.171.188.164/30,4464368,6252001,,0,0,27703,35.9806,-78.8426,50
24.172.29.128/30,4499379,6252001,,0,0,28405,34.2664,-77.8614,10
24.172.47.248/30,4460243,6252001,,0,0,28211,35.1712,-80.7939,100
24.172.110.80/30,4494238,6252001,,0,0,28584,34.7002,-77.134,100
24.172.116.152/29,4454860,6252001,,0,0,28012,35.2415,-81.0448,50
24.172.120.168/30,4478334,6252001,,0,0,28105,35.115,-80.7061,200
24.172.138.224/30,5160783,6252001,,0,0,45805,40.7416,-84.1522,200
24.172.163.28/30,4254021,6252001,,0,0,46123,39.7668,-86.4013,20
24.172.163.88/29,4259418,6252001,,0,0,46205,39.8238,-86.1407,20
24.172.166.92/30,4259418,6252001,,0,0,46218,39.8079,-86.0949,20
24.172.169.48/29,4259418,6252001,,0,0,46205,39.8238,-86.1407,20
24.172.239.184/30,4499379,6252001,,0,0,28403,34.2243,-77.8849,200
24.173.26.20/30,4726206,6252001,,0,0,78216,29.5359,-98.4943,200
24.173.49.24/30,4679195,6252001,,0,0,75010,33.0286,-96.8736,100
24.173.72.120/30,4671654,6252001,,0,0,78736,30.2471,-97.9166,200
24.173.170.36/30,4164250,6252001,,0,0,32667,29.5122,-82.3053,200
24.173.224.64/30,4726206,6252001,,0,0,78230,29.5443,-98.5499,20
24.173.235.128/29,4676740,6252001,,0,0,78526,25.9729,-97.4695,50
24.176.60.28/30,4987617,6252001,,0,0,49601,44.2504,-85.43,200
24.176.228.76/30,5570160,6252001,,0,0,96002,40.5482,-122.3367,200
24.176.242.164/30,5397664,6252001,,0,0,96150,38.917,-119.9865,20
24.177.16.16/29,4580543,6252001,,0,0,29611,34.8525,-82.4496,100
24.177.31.168/30,4569298,6252001,,0,0,29621,34.5251,-82.6307,1
24.178.68.144/30,4196586,6252001,,0,0,30501,34.3089,-83.8249,100
24.178.74.88/30,4224681,6252001,,0,0,30281,33.5637,-84.2112,100
24.178.127.248/29,4225309,6252001,,0,0,30024,34.0409,-84.0237,100
24.178.192.40/30,4691930,6252001,,0,0,76105,32.7233,-97.269,50
24.178.192.212/30,4691930,6252001,,0,0,76109,32.7015,-97.3831,50
24.178.208.24/30,4699575,6252001,,0,0,76053,32.8209,-97.1765,20
24.178.216.112/29,4723406,6252001,,0,0,75087,32.9475,-96.4407,20
24.178.218.184/30,4691930,6252001,,0,0,76106,32.7979,-97.3586,20
24.178.223.48/29,4691930,6252001,,0,0,76102,32.7611,-97.3318,20
24.180.78.212/31,4985180,6252001,,0,0,48708,43.582,-83.873,100
24.180.79.56/30,5011900,6252001,,0,0,48763,44.2704,-83.5487,200
24.180.207.140/30,5014913,6252001,,0,0,49461,43.3904,-86.3315,20
24.180.236.8/30,4992612,6252001,,0,0,48430,42.7893,-83.7135,100
